sequence,rows,all_changes,any_changes,jaccards
"[1356, 1375, 716, 424, 778, 197, 736, 593, 1618, 676, 1231, 2871, 1594, 181, 2874, 1364, 2680, 2552, 677, 393, 1309, 564, 548, 386, 843, 278, 206, 1042, 841, 1698, 125, 749, 948, 65, 744, 168, 260, 24, 928, 933, 867, 502, 339, 931, 801, 360, 1388, 932, 871, 333]",44,2.718,4.611,95.901
"[137, 382, 1468, 554, 1242, 2235, 1229, 171, 20, 1099, 88, 634, 2031, 211, 757, 112, 176, 2962, 1110, 991, 284, 1353, 724, 372, 27, 98, 327, 521, 1731, 1345, 1658, 274, 1320, 190, 1476, 1540, 632, 1009, 1002, 983, 548, 1146, 105, 2026, 328, 980, 318, 61, 500, 69]",44,0.011,0.097,99.929
"[1373, 176, 581, 435, 835, 123, 2462, 2567, 2289, 2159, 2423, 1887, 1881, 3703, 2709, 356, 438, 41, 484, 338, 434, 313, 239, 2336, 28, 1025, 2653, 3286, 1788, 2139, 2751, 3252, 2420, 1310, 3454, 7, 1406, 2001, 1830, 1267, 254, 980, 185, 2048, 999, 51, 1541, 68, 861, 542]",44,0.005,0.606,99.61
"[1374, 128, 129, 222, 180, 154, 41, 9, 11, 610, 671, 34, 589, 597, 208, 391, 36, 791, 877, 70, 502, 274, 1388, 39, 306, 219, 260, 923, 1968, 897, 971, 1578, 496, 591, 732, 889, 837, 3188, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",33,0.09,10.589,95.459
"[1383, 1143, 1316, 1656, 182, 2883, 1064, 1147, 1084, 2829, 2620, 889, 915, 1608, 879, 2294, 1085, 2879, 2862, 2653, 1045, 477, 2115, 2055, 1095, 2641, 2021, 1397, 2320, 1030, 1153, 2781, 1170, 1918, 1833, 1006, 1707, 643, 219, 1559, 2037, 778, 869, 2828, 832, 69, 238, 1245, 407, 520]",44,0.015,0.166,99.885
"[1384, 1091, 1854, 779, 601, 210, 1116, 326, 1577, 432, 1180, 886, 741, 556, 1811, 1814, 1744, 911, 1163, 99, 1809, 1812, 1813, 1735, 2260, 3235, 1140, 1733, 2186, 1051, 1063, 1738, 1052, 683, 1402, 1419, 410, 614, 1418, 125, 1844, 339, 3, 618, 727, 768, 642, 386, 359, 476]",44,1.465,2.752,97.63
"[1385, 582, 165, 123, 538, 511, 383, 145, 1861, 190, 535, 325, 121, 1614, 542, 268, 245, 172, 291, 152, 40, 28, 60, 90, 815, 243, 1529, 488, 118, 1039, 83, 407, 128, 168, 125, 45, 187, 662, 97, 14, 1062, 1116, 548, 65, 218, 715, 214, 1406, 23, 58]",44,12.521,15.282,85.341
"[1397, 83, 19, 145, 602, 179, 1463, 199, 1624, 2062, 2600, 404, 406, 2499, 1347, 1043, 215, 2102, 2921, 1488, 696, 1149, 615, 1888, 1255, 3509, 2352, 1547, 1713, 430, 2327, 1598, 267, 2623, 2236, 207, 51, 733, 382, 771, 171, 185, 598, 601, 135, 85, 1345, 200, 724, 649]",44,0.283,3.749,97.679
"[1424, 547, 367, 497, 2156, 606, 207, 98, 1452, 1640, 39, 663, 885, 133, 152, 337, 257, 1201, 734, 820, 455, 877, 1169, 1147, 70, 870, 2159, 2216, 500, 268, 69, 517, 2092, 994, 1881, 1936, 523, 861, 1167, 588, 852, 219, 187, 167, 206, 63, 759, 190, 1042, 260]",44,0.329,9.577,92.821
"[1426, 1884, 247, 587, 512, 51, 975, 45, 536, 168, 560, 49, 68, 23, 129, 176, 245, 172, 175, 200, 548, 16, 10, 97, 382, 540, 185, 1546, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",23,3.813,16.135,86.386
"[1427, 65, 1139, 2511, 1186, 796, 245, 52, 51, 49, 41, 93, 337, 14, 16, 58, 42, 715, 756, 1229, 218, 1116, 85, 23, 187, 178, 274, 211, 20, 184, 1211, 1332, 1650, 1235, 53, 429, 548, 731, 1299, 626, 206, 219, 702, 45, 125, 133, 114, -1, -1, -1]",42,0.047,5.762,96.101
"[144, 632, 1383, 500, 2092, 523, 1137, 2026, 1101, 1692, 373, 318, 185, 17, 287, 1769, 1794, 342, 881, 339, 1349, 404, 1536, 1060, 571, 122, 1519, 3115, 795, 1094, 934, 458, 1248, 958, 1624, 696, 1404, 2634, 1213, 557, 1472, 199, 315, 1645, 402, 2424, 920, 972, 943, 1958]",44,13.419,13.419,85.987
"[1449, 247, 190, 172, 184, 105, 51, 382, 135, 541, 56, 383, 117, 1335, 423, 1034, 89, 177, 535, 1692, 291, 804, 248, 475, 770, 2146, 1347, 1802, 130, 324, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",25,0.109,7.381,96.492
"[1452, 105, 2309, 185, 961, 1541, 307, 744, 1081, 697, 171, 276, 259, 1731, 195, 200, 1765, 1466, 207, 1024, 1518, 1298, 2450, 951, 798, 543, 757, 129, 56, 1467, 218, 117, 987, 3115, 646, 959, 643, 1546, 1154, 205, 1943, 2612, 1538, 1232, 136, 1093, 1254, 2489, 44, 2348]",44,2.302,25.713,85.248
"[146, 2160, 2770, 705, 266, 1305, 90, 2081, 224, 1669, 37, 793, 822, 488, 1908, 413, 1394, 909, 2100, 1360, 1774, 448, 888, 2755, 462, 2471, 115, 1935, 2422, 1059, 2300, 509, 2744, 1310, 2555, 482, 1982, 3191, 1897, 451, 159, 2246, 1975, 1435, 446, 1749, 1861, 2688, 660, 754]",44,0.079,35.572,81.375
"[1466, 52, 48, 106, 1457, 277, 2066, 322, 663, 2589, 175, 2903, 10, 267, 2067, 125, 2484, 1731, 673, 178, 356, 168, 68, 112, 245, 1646, 530, 665, 148, 55, 1640, 2713, 142, 302, 1065, 281, 1607, 337, 1452, 1459, 1240, 2586, 2501, 1762, 2034, 983, 128, 313, 1587, 7]",44,2.412,22.031,87.625
"[1472, 70, 35, 571, 1645, 199, 426, 503, 696, 397, 865, 1398, 1692, 1453, 8, 1499, 1284, 1502, 30, 536, 2270, 10, 45, 51, 1449, 129, 771, 612, 24, 382, 41, 168, 48, 338, 799, 1099, 27, 171, 3067, 135, 2067, 2127, 85, 1625, 1309, 178, 15, 3, 184, 60]",44,3.23,8.396,93.334
"[1482, 1356, 194, 538, 139, 36, 2140, 201, 775, 1209, 2321, 1177, 1131, 1412, 2744, 1440, 390, 389, 1305, 523, 772, 1020, 732, 773, 1203, 1157, 2260, 533, 2671, 827, 1335, 1322, 920, 2741, 1089, 735, 837, 1307, 2476, 745, 930, 1605, 1371, 2910, 2062, 1698, 1228, 1083, 1037, 640]",44,8.667,8.667,90.049
"[1483, 645, 147, 164, 1337, 3613, 768, 1712, 1704, 844, 2250, 2423, 3279, 2293, 858, 760, 1011, 1440, 841, 158, 1475, 971, 1214, 167, 138, 376, 910, 127, 513, 320, 851, 297, 777, 2649, 1989, 1203, 904, 1391, 2175, 87, 754, 1838, 1860, 642, 2783, 1272, 2099, 223, 880, 1666]",44,0.056,1.437,98.469
"[1497, 724, 1455, 1299, 222, 566, 1002, 142, 1783, 586, 866, 46, 176, 1211, 1311, 1493, 23, 538, 16, 184, 14, 77, 1186, 1309, 1424, 535, 380, 146, 604, 370, 1645, 392, 1802, 1305, 646, 1320, 425, 636, 2300, 169, 1500, 815, 1244, 1265, 829, 640, 90, 1432, 344, 373]",44,0.025,2.005,98.908
"[1512, 1284, 1159, 175, 498, 339, 2303, 961, 634, 4, 520, 2499, 517, 2019, 1242, 69, 663, 97, 125, 377, 210, 23, 990, 744, 98, 133, 365, 995, 759, 218, 1002, 27, 433, 190, 215, 1271, 63, 65, 323, 644, 3338, 798, 1422, 715, 435, 490, 1467, 1432, 861, 1397]",44,0.019,1.031,99.388
"[1517, 1332, 1299, 24, 589, 737, 435, 2529, 2634, 795, 1498, 2416, 3282, 1923, 257, 339, 695, 1349, 1497, 961, 2949, 454, 218, 185, 2221, 1536, 1519, 98, 2041, 503, 17, 455, 2715, 2251, 39, 1201, 1094, 980, 3233, 645, 1404, 1934, 1645, 1650, 199, -1, -1, -1, -1, -1]",40,3.196,3.196,92.059
"[1518, 563, 178, 2270, 601, 634, 200, 618, 724, 1002, 41, 8, 176, 643, 1664, 184, 757, 1648, 1299, 742, 421, 798, 720, 418, 727, 1762, 719, 796, 1372, 1159, 1127, 213, 210, 1536, 214, 274, 1501, 869, 595, 947, 1112, 1131, 1926, 1977, 9, 633, 610, 47, 683, 1047]",44,0.081,22.461,85.307
"[152, 200, 93, 98, 75, 729, 65, 147, 49, 111, 58, 273, 215, 140, 151, 216, 209, 210, 218, 1114, 1023, 434, 644, 712, 721, 1252, 63, 1155, 756, 588, 387, 703, 156, 196, 1042, 80, 278, 741, 193, 386, 59, 980, 161, 587, 118, 121, 1001, 768, 529, 971]",44,0.03,28.41,79.845
"[1523, 2943, 1452, 1848, 471, 1762, 154, 410, 2052, 2985, 1493, 1259, 3, 2248, 701, 2453, 406, 1576, 1419, 113, 1607, 1614, 2604, 231, 522, 2533, 640, 419, 172, 1385, 2789, 976, 2914, 1593, 2841, 1346, 1408, 1687, 585, 420, 472, 2491, 3671, 1476, 1069, 1478, 1070, 2250, 892, 1286]",44,0.29,9.055,93.568
"[1536, 214, 274, 1150, 595, 652, 1115, 716, 3, 610, 427, 1212, 252, 83, 421, 429, 370, 685, 942, 397, 401, 465, 417, 138, 1334, 1340, 1346, 1242, 539, 612, 156, 1019, 784, 1716, 969, 152, 884, 634, 1071, 449, 395, 398, 195, 917, 310, 1052, 651, 567, 569, 1091]",44,0.029,27.823,84.526
"[1537, 1001, 674, 705, 490, 846, 199, 2041, 1332, 39, 397, 402, 865, 1213, 657, 35, 696, 2159, 2982, 602, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",15,12.027,12.027,86.551
"[154, 1223, 1516, 172, 3460, 28, 2990, 98, 663, 97, 1001, 133, 215, 218, 23, 744, 27, 1017, 749, 65, 210, 161, 616, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",18,0.058,65.467,70.999
"[154, 1397, 1276, 647, 165, 714, 49, 400, 2042, 1349, 404, 215, 472, 2102, 1547, 1263, 696, 152, 93, 98, 111, 156, 190, 146, 265, 149, 79, 91, 114, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,0.021,51.37,75.224
"[154, 1472, 23, 2344, 353, 500, 1881, 406, 69, 2092, 281, 2518, 1974, 1484, 1308, 327, 2619, 21, 795, 630, 339, 1922, 2897, 306, 560, 247, 259, 1259, 2121, 1802, 956, 326, 489, 252, 344, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",30,0.007,34.244,64.309
"[154, 799, 1341, 65, 172, 214, 184, 536, 1463, 598, 274, 1510, 1034, 207, 540, 412, 2475, 1616, 244, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",14,1.151,36.705,77.409
"[155, 556, 1940, 74, 1716, 1089, 2655, 1844, 1251, 1104, 2320, 2176, 1073, 1343, 1103, 2294, 1064, 1079, 1727, 930, 879, 1656, 2174, 2641, 1351, 1030, 2295, 2200, 1095, 1049, 245, 260, 2781, 256, 983, 58, 243, 60, 337, 922, 1688, 912, 1108, 2963, 2449, 1968, 1225, 889, 732, 920]",44,0.127,13.057,89.252
"[1559, 906, 1918, 894, 1673, 2016, 1235, 243, 1535, 94, 434, 874, 1214, 877, 2073, 918, 800, 2335, 3296, 329, 196, 3026, 118, 2719, 926, 2100, 306, 1547, 1369, 2120, 904, 1688, 890, 888, 1470, 922, 2746, 887, 1553, 1388, 2059, 892, 3044, 895, 899, 70, 1472, 2102, 1869, 1173]",44,0.077,0.077,83.318
"[156, 65, 1829, 757, 61, 487, 1005, 1711, 78, 990, 965, 1009, 1120, 1475, 656, 663, 295, 1249, 2697, 749, 947, 948, 612, 2018, 968, 2520, 97, 45, 952, 975, 995, 210, 1002, 627, 1004, 857, 587, 604, 985, 725, 1976, 642, 1725, 1546, 766, 1368, -1, -1, -1, -1]",41,4.011,5.191,95.101
"[1584, 1034, 65, 1630, 393, 1387, 1733, 435, 670, 2418, 490, 767, 560, 762, 1, 2489, 2031, 1543, 487, 554, 830, 1467, 2234, 97, 1629, 171, 1540, 1558, 2432, 1530, 137, 3023, 566, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",28,1.03,22.775,86.166
"[1595, 512, 490, 2136, 761, 881, 1329, 1334, 871, 845, 1958, 811, 1430, 652, 732, 1154, 920, 1079, 1089, 1199, 1185, 1022, 198, 576, 850, 1724, 1342, 1436, 1608, 1727, 1181, 2098, 1104, 1067, 878, 1030, 1828, 1859, 879, 182, 570, 1092, 1095, 3042, 615, 199, 865, 696, 557, 1857]",44,0.402,0.402,99.144
"[1602, 1092, 1423, 1601, 2885, 339, 1452, 1238, 1451, 219, 560, 1241, 961, 247, 1040, 122, 956, 1254, 630, 1562, 1922, 1629, 1284, 3184, 1583, 795, 849, 1584, 2016, 1535, 1739, 926, 1825, 1833, 846, 395, 1564, 1508, 216, 209, 195, 611, 1579, 200, 879, 394, 1004, 2683, 398, 2123]",44,0.894,0.894,98.008
"[1629, 48, 237, 598, 2096, 71, 110, 3039, 382, 566, 418, 500, 220, 317, 316, 92, 39, 291, 185, 1449, 51, 771, 1631, 1652, 89, 767, 23, 77, 8, 697, 117, 601, 632, 634, 1062, 274, 142, 76, 135, 1299, 799, 1257, 1309, 14, 586, 548, 16, 638, 804, 1795]",44,0.133,1.721,98.798
"[1635, 1663, 1319, 1419, 1264, 410, 1307, 2117, 1569, 1020, 2969, 455, 1527, 135, 318, 264, 1653, 711, 3382, 285, 532, 500, 475, 344, 1408, 1640, 1233, 530, 211, 98, 86, 1273, 2858, 152, 323, 229, 494, 466, 118, 985, 1708, 126, 1420, 305, 825, 1350, 1844, 67, 2140, 1193]",44,0.188,17.735,87.28
"[1642, 45, 125, 128, 49, 98, 756, 1229, 218, 211, 265, 65, 386, 157, 1252, 114, 712, 433, 531, 896, 223, 976, 158, 714, 1272, 131, 1440, 147, 6, 632, 178, 176, 1664, 85, 634, 204, 1302, 14, 1517, 1299, 830, 1802, 526, 730, 1002, 75, 731, 2680, 435, 670]",44,0.157,1.142,99.197
"[1665, 861, 2502, 684, 1281, 686, 701, 3021, 284, 415, 815, 28, 849, 1369, 926, 11, 697, 2142, 36, 427, 681, 420, 2273, 375, 1536, 1364, 274, 1818, 1112, 595, 1142, 870, 791, 264, 269, 1329, 1143, 1946, 132, 1815, 1680, 2845, 1406, 498, 331, 169, 439, 1980, 440, 750]",44,0.203,0.203,99.045
"[1667, 165, 20, 1516, 1271, 615, 626, 793, 177, 90, 21, 677, 425, 730, 424, 397, 1237, 732, 274, 172, 1314, 1182, 1346, 640, 696, 1327, 1686, 580, 628, 27, 559, 721, 809, 740, 1254, 630, 1284, 1584, 2016, 1535, 259, 1583, 322, 1640, 2265, 1466, 2084, 1451, 1592, 429]",44,0.127,2.619,98.376
"[168, 1964, 1489, 2920, 2518, 1, 175, 237, 24, 110, 2051, 454, 88, 487, 97, 1540, 501, 1107, 2217, 2728, 150, 1585, 307, 2131, 116, 104, 1652, 571, 506, 153, 245, 2526, 8, 105, 56, 767, 618, 51, 1622, 135, 1521, 771, 1518, 601, 200, 41, 541, 14, 130, 20]",44,0.14,6.991,95.939
"[168, 24, 10, 53, 42, 382, 60, 766, 40, 124, 169, 88, 705, 793, 514, 1043, 293, 1650, 1968, 2744, 660, 1443, 1439, 512, 90, 1399, 1748, 696, 41, 1299, 207, 14, 5, 274, 184, 34, 208, 643, 1309, 370, 397, 640, 677, 180, 901, 730, 738, 557, 578, 1346]",44,0.03,30.034,78.687
"[168, 3216, 24, 682, 89, 2042, 1468, 547, 634, 135, 996, 112, 1545, 1648, 1, 1964, 1513, 995, 1467, 2148, 2111, 1848, 586, 276, 296, 154, 1473, 1271, 78, 338, 214, 122, 649, 685, 590, 946, 125, 762, 1269, 2050, 697, 6, 2149, 9, 624, 1507, 951, 1349, 140, 2122]",44,8.694,10.064,90.3
"[168, 48, 106, 93, 1050, 694, 506, 27, 8, 526, 112, 97, 521, 382, 571, 2426, 421, 548, 6, 265, 175, 117, 429, 438, 3, 815, 415, 28, 568, 425, 383, 25, 20, 1043, 14, 1211, 184, 2146, 169, 1784, 566, 34, 1182, 734, 1501, 730, 742, 177, 820, 373]",44,0.555,67.789,49.376
"[169, 1231, 247, 98, 322, 257, 354, 506, 129, 105, 168, 480, 24, 227, 245, 52, 418, 505, 530, 40, 521, 384, 454, 157, 313, 2675, 93, 325, 372, 1872, 293, 107, 367, 2638, 1529, 86, 329, 1097, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",33,0.486,0.486,95.162
"[169, 93, 2000, 658, 1134, 861, 97, 125, 965, 897, 27, 663, 1242, 592, 749, 715, 218, 23, 114, 644, 98, 278, 61, 587, 857, 377, 604, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",22,0.114,63.298,46.551
"[1696, 809, 1116, 214, 415, 723, 604, 15, 1046, 1254, 579, 1348, 364, 586, 83, 97, 995, 175, 284, 999, 78, 678, 1467, 237, 616, 2293, 57, 161, 1089, 84, 739, 179, 1962, 472, 615, 2092, 318, 886, 905, 340, 1192, 1285, 500, 532, 534, 838, 1644, 1651, 950, 174]",44,2.227,12.905,89.766
"[171, 601, 632, 634, 604, 204, 1002, 757, 588, 710, 703, 125, 128, 219, 187, 113, 278, 768, 206, 858, 1102, 676, 1082, 1418, 405, 1745, 800, 1472, 215, 2102, 1273, 1390, 1150, 715, 218, 1559, 991, 429, 1663, 211, 2706, 1468, 2012, 1457, 795, 1024, 144, 1587, 1110, 1546]",44,0.204,7.11,94.861
"[172, 1529, 1076, 161, 547, 1345, 1654, 344, 20, 1201, 793, 86, 323, 636, 39, 377, 598, 1910, 1143, 207, 1821, 832, 34, 1285, 681, 420, 2142, 734, 674, 534, 631, 1028, 1116, 61, 17, 89, 117, 190, 215, 1042, 1500, 453, 564, 1590, 652, 761, 5, 316, 2057, 350]",44,0.054,0.275,99.797
"[172, 2433, 184, 490, 49, 867, 513, 3112, 2029, 436, 274, 309, 501, 924, 135, 446, 39, 2070, 176, 168, 432, 48, 435, 171, 612, 10, 52, 125, 128, 1530, 129, 382, 771, 175, 200, 207, 1, 767, 563, 530, 694, 539, 1467, 85, 23, 117, 1299, -1, -1, -1]",42,1.424,5.219,95.727
"[172, 247, 367, 125, 61, 901, 98, 397, 339, 278, 199, 503, 218, 185, 795, 645, 1650, 557, 455, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",14,0.133,38.974,70.276
"[1725, 2571, 2480, 1284, 1941, 586, 3044, 216, 209, 1004, 1508, 1383, 425, 643, 20, 742, 607, 559, 1466, 709, 110, 6, 987, 724, 720, 89, 418, 1523, 412, 429, 548, 154, 770, 415, 804, 222, 284, 919, 413, 1576, 393, 1347, 942, 2032, 421, 1241, 1619, 52, 106, 1962]",44,7.671,7.671,87.321
"[1729, 264, 1247, 189, 1209, 2557, 585, 791, 1977, 716, 652, 203, 1180, 279, 483, 975, 1985, 967, 1260, 1895, 1142, 2260, 1426, 1926, 2896, 1218, 761, 1900, 1978, 1811, 1815, 2362, 1268, 1143, 932, 1946, 1983, 2354, 2379, 2380, 1809, 1813, 1733, 2353, 2948, 1145, 1990, 2950, 1734, 1735]",44,0.04,9.804,95.038
"[1731, 1518, 154, 2084, 2047, 561, 1127, 1848, 100, 1538, 2036, 237, 178, 724, 3047, 532, 3238, 832, 51, 416, 44, 1106, 2107, 2241, 356, 316, 135, 3487, 1683, 983, 346, 2016, 2626, 299, 1309, 2131, 8, 253, 611, 798, 200, 1620, 2106, 3064, 1060, 3250, 1062, 500, 20, 1445]",44,0.571,4.687,97.129
"[1731, 23, 1856, 353, 789, 909, 516, 5, 791, 70, 1559, 920, 220, 436, 941, 1136, 878, 95, 801, 426, 1388, 924, 135, 446, 892, 219, 273, 93, 281, 49, 98, 384, 506, 40, 1591, 142, 358, 104, 63, 195, 507, 79, 41, 359, 152, 440, 227, 1527, 327, 150]",44,0.388,0.388,98.682
"[1745, 1296, 2354, 800, 1472, 2421, 215, 2102, 1390, 1150, 715, 1287, 991, 1563, 2425, 3215, 1663, 1286, 1291, 3230, 2627, 273, 1487, 977, 498, 44, 971, 1984, 111, 156, 980, 434, 114, 1108, 93, 1471, 1669, 496, 59, 75, 149, 1174, 147, 1283, 137, 435, 771, 670, 2416, 830]",44,0.054,1.596,99.113
"[176, 316, 185, 347, 833, 199, 528, 336, 169, 172, 615, 165, 16, 742, 597, 1302, 291, 1345, 1211, 204, 324, 46, 20, 793, 90, 816, 413, 731, 34, 516, 190, 535, 180, 401, 1501, 789, 201, 875, 1310, 636, 333, 451, 353, 346, 1417, 826, 658, 567, 801, 773]",44,0.514,0.514,96.202
"[176, 557, 313, 23, 6, 39, 1536, 122, 1332, 397, 696, 972, 1254, 630, 322, 1452, 1451, 210, 1159, 1232, 10, 1532, 260, 530, 9, 3, 415, 756, 46, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,0.055,5.138,96.715
"[176, 581, 1004, 312, 742, 779, 3041, 1115, 677, 793, 1645, 693, 387, 696, 1394, 2430, 400, 1019, 219, 1667, 1407, 735, 773, 1082, 736, 181, 324, 39, 124, 877, 574, 1055, 75, 1835, 1342, 1182, 336, 1427, 1416, 353, 114, 1402, 794, 2277, 1084, 669, 1068, 86, 306, 531]",44,1.225,12.51,92.517
"[1765, 649, 598, 135, 1279, 51, 276, 566, 1455, 1530, 382, 601, 2456, 171, 634, 41, 1453, 89, 316, 1349, 85, 798, 393, 6, 56, 1299, 2004, 757, 1507, 1518, 23, 506, 830, 177, 548, 1519, 1567, 184, 609, 626, 646, 1502, 1664, 1062, 1261, 383, 410, 20, 5, 324]",44,0.024,11.087,92.293
"[1834, 827, 1243, 1076, 1715, 3178, 2620, 181, 1773, 1416, 2828, 2188, 1085, 889, 1373, 1412, 1725, 1835, 1851, 1967, 1594, 2204, 1327, 1064, 2511, 2843, 936, 913, 1092, 1859, 1045, 3041, 1852, 2202, 2658, 1698, 2279, 2055, 2542, 1397, 2185, 1826, 2790, 3042, 821, 2350, 69, 542, 520, 1847]",44,1.4,2.008,98.196
"[1835, 662, 202, 252, 42, 3066, 971, 105, 874, 185, 353, 867, 877, 909, 516, 328, 920, 274, 938, 288, 309, 219, 224, 244, 39, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",20,6.042,7.783,92.877
"[184, 1271, 1309, 85, 16, 1043, 1311, 257, 506, 42, 790, 105, 2328, 1159, 560, 2135, 1457, 3250, 334, 1, 548, 2246, 2136, 185, 638, 1739, 4, 267, 3059, 373, 37, 430, 2401, 1538, 178, 3364, 28, 946, 329, 767, 1518, 393, 14, 832, 2583, 375, 406, 285, 518, 445]",44,15.41,15.41,82.576
"[184, 208, 172, 222, 14, 1211, 1051, 16, 1002, 626, 190, 934, 149, 117, 548, 742, 397, 609, 793, 607, 372, 901, 712, 386, 400, 1305, 90, 604, 427, 178, 636, 677, 425, 336, 640, 1567, 535, 351, 775, 401, 199, 538, 730, 275, 1434, 357, 643, 522, 687, 691]",44,0.048,10.799,92.66
"[1844, 387, 582, 333, 2378, 430, 161, 118, 1346, 138, 1784, 2777, 2892, 305, 1355, 572, 483, 828, 59, 552, 1900, 905, 1748, 791, 147, 739, 606, 901, 658, 473, 628, 1156, 2914, 691, 2744, 2094, 164, 732, 1339, 1059, 1344, 134, 622, 451, 81, 668, 788, 881, 26, 1387]",44,3.589,6.789,94.133
"[1852, 435, 114, 23, 487, 14, 714, 1923, 339, 662, 10, 1448, 48, 68, 41, 46, 382, 351, 1084, 1340, 1182, 59, 902, 196, 604, 1894, 2494, 329, 123, 1133, 1915, 542, 133, 798, 2118, 1163, 1140, 498, 892, 306, 327, 96, 2034, 518, 1881, -1, -1, -1, -1, -1]",40,0.719,36.543,75.505
"[1867, 6, 45, 65, 811, 1847, 615, 1072, 1028, 51, 382, 390, 5, 654, 11, 208, 1046, 35, 46, 34, 597, 613, 633, 939, 31, 1595, 799, 1077, 742, 2204, 609, 2287, 2183, 47, 683, 9, 589, 1047, 1094, 581, 623, 1684, 391, 853, 1328, 627, 2201, 1933, 38, -1]",44,0.094,7.402,95.596
"[1872, 1025, 558, 172, 397, 76, 231, 815, 438, 1312, 1165, 691, 1682, 640, 1195, 2772, 488, 1313, 1631, 553, 577, 584, 1443, 797, 1681, 1334, 401, 675, 1687, 482, 1385, 1750, 1686, 472, 130, 730, 1756, 383, 21, 506, 891, 177, 90, 165, 572, 503, 475, 1738, 901, 1071]",44,0.079,40.823,72.426
"[1895, 1818, 604, 1135, 1156, 791, 636, 761, 2837, 1501, 2645, 1811, 911, 2379, 2366, 2378, 1163, 1912, 1154, 2393, 1281, 1216, 2023, 2024, 1420, 1270, 686, 3021, 2652, 168, 245, 39, 24, 68, 281, 93, 2519, 291, 917, 609, 391, 244, 683, 266, 1732, 578, 1888, 3192, 207, 1532]",44,1.752,5.691,96.361
"[1932, 890, 502, 944, 932, 274, 95, 938, 1151, 1125, 882, 861, 312, 871, 899, 333, 1692, 306, 1163, 2140, 351, 244, 39, 930, 105, 278, 179, 516, 870, 185, 1936, 517, 791, 933, 318, 920, 1031, 355, 364, 941, 2238, 533, 520, 388, 801, 360, 994, 1158, 264, 51]",44,3.069,9.613,92.075
"[194, 128, 889, 28, 755, 1713, 545, 2092, 268, 430, 523, 69, 698, 61, 1472, 1332, 39, 2238, 455, 615, 1857, 645, 1645, 877, 865, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",20,3.868,3.868,70.617
"[1956, 1064, 591, 42, 28, 2019, 1146, 45, 128, 133, 606, 620, 217, 1155, 65, 218, 79, 91, 152, 214, 93, 763, 211, 49, 98, 58, 215, 715, 210, 1229, 187, 776, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",27,0.149,6.51,89.886
"[1956, 125, 1183, 1318, 1427, 2238, 2848, 1692, 734, 373, 916, 185, 61, 39, 1856, 70, 1367, 455, 2185, 328, 339, 663, 961, 247, 1584, 895, 489, 252, 293, 851, 1583, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",26,0.013,0.558,99.422
"[196, 372, 284, 91, 923, 836, 337, 1048, 189, 516, 80, 313, 161, 1360, 875, 896, 118, 164, 1421, 902, 1393, 922, 763, 59, 336, 509, 126, 1209, 1143, 537, 496, 1388, 1832, 754, 1666, 926, 2136, 1329, 1208, 2621, 801, 355, 262, 658, 2159, 203, 884, 1869, 99, 1842]",44,2.417,2.417,74.157
