i,split,status,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,timestamp,all_changes,any_changes,jaccards
25,"(None, 5, 5)",bad,"35,683,34,41,208,581,17,940,609,1047,613,633,1524,5,18,33,31,1077,105,1279,8,382,1513,767,548,135,516,56,199,117,16,1121,317,1293,276,1195,370,1504,89,362,14,1802,618,1299,165,324,274,184,1345,798","35,683,34,41,208,581,17,940,609,1047,613,633,1524,5,18,33,31,1077,105,1279,8,382,1513,767,548,135,516,56,199,117,16,1121,317,1293,276,1195,370,1504,89,362,14,1802,618,1299,565,324,274,184,1345,798","sync_35,sync_683,sync_34,sync_41,sync_208,sync_581,sync_17,sync_940,sync_609,sync_1047,sync_613,sync_633,sync_1524,sync_5,sync_18,sync_33,sync_31,sync_1077,sync_105,sync_1279,sync_8,sync_382,sync_1513,sync_767,sync_548,sync_135,sync_516,sync_56,sync_199,sync_117,sync_16,sync_1121,sync_317,sync_1293,sync_276,sync_1195,sync_370,sync_1504,sync_89,sync_362,sync_14,sync_1802,sync_618,sync_1299,del_165,add_565,sync_324,sync_274,sync_184,sync_1345,sync_798",1,"(3,)","(8, 1, 3)",110.959,11.904,1.55,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.05940000000000001,0.05940000000000001,81.9844
25,"(None, 10, 5)",bad,"35,683,34,41,208,581,17,940,609,1047,613,633,1524,5,18,33,31,1077,105,1279,8,382,1513,767,548,135,516,56,199,117,16,1121,317,1293,276,1195,370,1504,89,362,14,1802,618,1299,165,324,274,184,1345,798","35,683,34,41,208,581,17,940,609,1047,613,633,1524,5,18,33,31,1077,105,1279,8,382,1513,767,548,135,516,56,199,117,16,1121,317,1293,276,1195,370,1504,89,362,14,1802,618,1299,565,324,274,184,1345,798","sync_35,sync_683,sync_34,sync_41,sync_208,sync_581,sync_17,sync_940,sync_609,sync_1047,sync_613,sync_633,sync_1524,sync_5,sync_18,sync_33,sync_31,sync_1077,sync_105,sync_1279,sync_8,sync_382,sync_1513,sync_767,sync_548,sync_135,sync_516,sync_56,sync_199,sync_117,sync_16,sync_1121,sync_317,sync_1293,sync_276,sync_1195,sync_370,sync_1504,sync_89,sync_362,sync_14,sync_1802,sync_618,sync_1299,del_165,add_565,sync_324,sync_274,sync_184,sync_1345,sync_798",1,"(3,)","(8, 1, 3)",110.959,16.209,1.51,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.029700000000000004,0.029700000000000004,87.223
26,"(None, 1, 0)",good,"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165","2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,25","sync_2827,sync_39,sync_1076,sync_795,sync_2036,sync_1418,sync_756,sync_2013,sync_123,sync_1337,sync_168,sync_79,sync_386,sync_1773,sync_1540,sync_672,sync_10,sync_1636,sync_697,sync_2042,sync_618,sync_1543,sync_727,sync_683,sync_9,sync_613,sync_1762,sync_3,sync_650,sync_12,sync_1624,sync_415,sync_2228,sync_610,sync_798,sync_47,sync_15,sync_34,sync_1632,sync_1576,sync_723,sync_604,sync_38,sync_46,sync_793,sync_216,sync_68,sync_1517,sync_281,add_25,del_165",1,"(1, 17, 7)","(3, 13)",104.187,4.17,4.425,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
26,"(None, 10, 0)",good,"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165","2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,578,165","sync_2827,sync_39,sync_1076,sync_795,sync_2036,sync_1418,sync_756,sync_2013,sync_123,sync_1337,sync_168,sync_79,sync_386,sync_1773,sync_1540,sync_672,sync_10,sync_1636,sync_697,sync_2042,sync_618,sync_1543,sync_727,sync_683,sync_9,sync_613,sync_1762,sync_3,sync_650,sync_12,sync_1624,sync_415,sync_2228,sync_610,sync_798,sync_47,sync_15,sync_34,sync_1632,sync_1576,sync_723,sync_604,sync_38,sync_46,sync_793,sync_216,sync_68,sync_1517,del_281,add_578,sync_165",1,"(1, 17, 7)","(0, 11, 3)",104.187,64.093,3.987,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",37.301,72.73966666666666,36.059111111111115
26,"(None, 1, 5)",good,"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165","2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,973,216,68,1517,281,165","sync_2827,sync_39,sync_1076,sync_795,sync_2036,sync_1418,sync_756,sync_2013,sync_123,sync_1337,sync_168,sync_79,sync_386,sync_1773,sync_1540,sync_672,sync_10,sync_1636,sync_697,sync_2042,sync_618,sync_1543,sync_727,sync_683,sync_9,sync_613,sync_1762,sync_3,sync_650,sync_12,sync_1624,sync_415,sync_2228,sync_610,sync_798,sync_47,sync_15,sync_34,sync_1632,sync_1576,sync_723,sync_604,sync_38,sync_46,del_793,add_973,sync_216,sync_68,sync_1517,sync_281,sync_165",1,"(1, 17, 7)","(11, 13)",104.187,7.734,3.959,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",14.467,98.489,22.369
26,"(None, 5, 5)",good,"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165","2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,973,216,68,1517,281,165","sync_2827,sync_39,sync_1076,sync_795,sync_2036,sync_1418,sync_756,sync_2013,sync_123,sync_1337,sync_168,sync_79,sync_386,sync_1773,sync_1540,sync_672,sync_10,sync_1636,sync_697,sync_2042,sync_618,sync_1543,sync_727,sync_683,sync_9,sync_613,sync_1762,sync_3,sync_650,sync_12,sync_1624,sync_415,sync_2228,sync_610,sync_798,sync_47,sync_15,sync_34,sync_1632,sync_1576,sync_723,sync_604,sync_38,sync_46,del_793,add_973,sync_216,sync_68,sync_1517,sync_281,sync_165",1,"(1, 17, 7)","(11, 13)",104.187,19.826,3.786,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",30.170000000000005,68.6156,40.541799999999995
26,"(None, 10, 5)",good,"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165","2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,973,216,68,1517,281,165","sync_2827,sync_39,sync_1076,sync_795,sync_2036,sync_1418,sync_756,sync_2013,sync_123,sync_1337,sync_168,sync_79,sync_386,sync_1773,sync_1540,sync_672,sync_10,sync_1636,sync_697,sync_2042,sync_618,sync_1543,sync_727,sync_683,sync_9,sync_613,sync_1762,sync_3,sync_650,sync_12,sync_1624,sync_415,sync_2228,sync_610,sync_798,sync_47,sync_15,sync_34,sync_1632,sync_1576,sync_723,sync_604,sync_38,sync_46,del_793,add_973,sync_216,sync_68,sync_1517,sync_281,sync_165",1,"(1, 17, 7)","(11, 13)",104.187,39.095,3.787,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",24.307700000000004,51.2633,55.21260000000001
27,"(None, 1, 0)",good,"110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,85","110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,414","sync_110,sync_521,sync_220,sync_281,sync_2570,sync_1952,sync_2577,sync_1988,sync_2135,sync_1201,sync_1324,sync_3458,sync_178,sync_236,sync_1793,sync_542,sync_69,sync_2139,sync_1929,sync_334,sync_1060,sync_511,sync_3,sync_777,sync_404,sync_11,sync_10,sync_1863,sync_1532,sync_415,sync_2221,sync_46,sync_332,sync_1046,sync_613,sync_1762,sync_636,sync_38,sync_2142,sync_2184,sync_2328,sync_427,sync_1608,sync_389,sync_41,sync_135,sync_566,sync_1668,sync_366,add_414,del_85",1,"(3, 13)","(11, 2, 3)",106.425,0.895,1.484,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
27,"(None, 10, 0)",good,"110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,85","110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,241,85","sync_110,sync_521,sync_220,sync_281,sync_2570,sync_1952,sync_2577,sync_1988,sync_2135,sync_1201,sync_1324,sync_3458,sync_178,sync_236,sync_1793,sync_542,sync_69,sync_2139,sync_1929,sync_334,sync_1060,sync_511,sync_3,sync_777,sync_404,sync_11,sync_10,sync_1863,sync_1532,sync_415,sync_2221,sync_46,sync_332,sync_1046,sync_613,sync_1762,sync_636,sync_38,sync_2142,sync_2184,sync_2328,sync_427,sync_1608,sync_389,sync_41,sync_135,sync_566,sync_1668,add_241,del_366,sync_85",1,"(3, 13)","(13, 7)",106.425,46.29,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",3.077,10.904111111111112,90.1801111111111
27,"(None, 1, 5)",NoTargetStatesError,"110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,85","110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,241,85","sync_110,sync_521,sync_220,sync_281,sync_2570,sync_1952,sync_2577,sync_1988,sync_2135,sync_1201,sync_1324,sync_3458,sync_178,sync_236,sync_1793,sync_542,sync_69,sync_2139,sync_1929,sync_334,sync_1060,sync_511,sync_3,sync_777,sync_404,sync_11,sync_10,sync_1863,sync_1532,sync_415,sync_2221,sync_46,sync_332,sync_1046,sync_613,sync_1762,sync_636,sync_38,sync_2142,sync_2184,sync_2328,sync_427,sync_1608,sync_389,sync_41,sync_135,sync_566,sync_1668,add_241,del_366,sync_85",1,"(3, 13)","(13, 7)",106.425,46.29,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.243,2.024,98.072
27,"(None, 5, 5)",NoTargetStatesError,"110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,85","110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,241,85","sync_110,sync_521,sync_220,sync_281,sync_2570,sync_1952,sync_2577,sync_1988,sync_2135,sync_1201,sync_1324,sync_3458,sync_178,sync_236,sync_1793,sync_542,sync_69,sync_2139,sync_1929,sync_334,sync_1060,sync_511,sync_3,sync_777,sync_404,sync_11,sync_10,sync_1863,sync_1532,sync_415,sync_2221,sync_46,sync_332,sync_1046,sync_613,sync_1762,sync_636,sync_38,sync_2142,sync_2184,sync_2328,sync_427,sync_1608,sync_389,sync_41,sync_135,sync_566,sync_1668,add_241,del_366,sync_85",1,"(3, 13)","(13, 7)",106.425,46.29,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.07020000000000001,0.48580000000000007,99.5472
27,"(None, 10, 5)",NoTargetStatesError,"110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,85","110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,241,85","sync_110,sync_521,sync_220,sync_281,sync_2570,sync_1952,sync_2577,sync_1988,sync_2135,sync_1201,sync_1324,sync_3458,sync_178,sync_236,sync_1793,sync_542,sync_69,sync_2139,sync_1929,sync_334,sync_1060,sync_511,sync_3,sync_777,sync_404,sync_11,sync_10,sync_1863,sync_1532,sync_415,sync_2221,sync_46,sync_332,sync_1046,sync_613,sync_1762,sync_636,sync_38,sync_2142,sync_2184,sync_2328,sync_427,sync_1608,sync_389,sync_41,sync_135,sync_566,sync_1668,add_241,del_366,sync_85",1,"(3, 13)","(13, 7)",106.425,46.29,1.308,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.035100000000000006,0.24290000000000003,99.7736
28,"(None, 1, 0)",good,"588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,328","588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_588,sync_128,sync_1985,sync_3325,sync_825,sync_892,sync_257,sync_70,sync_2786,sync_373,sync_1649,sync_1137,sync_899,sync_980,sync_318,sync_61,sync_17,sync_455,sync_810,sync_898,sync_2817,add_112,del_328",1,"(5, 15)","(3, 7)",97.245,4.327,1.389,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
28,"(None, 10, 0)",good,"588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,328","588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_588,sync_128,sync_1985,sync_3325,sync_825,sync_892,sync_257,sync_70,sync_2786,sync_373,sync_1649,sync_1137,sync_899,sync_980,sync_318,sync_61,sync_17,sync_455,sync_810,sync_898,sync_2817,add_112,del_328",1,"(5, 15)","(3, 7)",97.245,57.076,1.334,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
28,"(None, 1, 5)",good,"588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,328","588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,44,455,810,898,2817,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_588,sync_128,sync_1985,sync_3325,sync_825,sync_892,sync_257,sync_70,sync_2786,sync_373,sync_1649,sync_1137,sync_899,sync_980,sync_318,sync_61,del_17,add_44,sync_455,sync_810,sync_898,sync_2817,sync_328",1,"(5, 15)","(7,)",97.245,5.136,1.35,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
28,"(None, 5, 5)",good,"588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,328","588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,44,455,810,898,2817,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_588,sync_128,sync_1985,sync_3325,sync_825,sync_892,sync_257,sync_70,sync_2786,sync_373,sync_1649,sync_1137,sync_899,sync_980,sync_318,sync_61,del_17,add_44,sync_455,sync_810,sync_898,sync_2817,sync_328",1,"(5, 15)","(7,)",97.245,8.061,3.966,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
28,"(None, 10, 5)",good,"588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,328","588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,44,455,810,898,2817,328,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_588,sync_128,sync_1985,sync_3325,sync_825,sync_892,sync_257,sync_70,sync_2786,sync_373,sync_1649,sync_1137,sync_899,sync_980,sync_318,sync_61,del_17,add_44,sync_455,sync_810,sync_898,sync_2817,sync_328",1,"(5, 15)","(7,)",97.245,8.419,1.344,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
29,"(None, 1, 0)",good,"479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,91","479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,55","sync_479,sync_42,sync_432,sync_449,sync_124,sync_104,sync_382,sync_1467,sync_237,sync_165,sync_624,sync_160,sync_384,sync_1401,sync_438,sync_5,sync_712,sync_110,sync_764,sync_1530,sync_1116,sync_906,sync_421,sync_157,sync_176,sync_793,sync_150,sync_16,sync_613,sync_696,sync_175,sync_448,sync_714,sync_674,sync_1309,sync_1042,sync_1500,sync_1257,sync_375,sync_80,sync_1344,sync_151,sync_1476,sync_439,sync_492,sync_141,sync_177,sync_815,sync_46,add_55,del_91",1,"(16, 3, 7)","(7,)",110.157,1.048,1.695,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",,,
29,"(None, 10, 0)",good,"479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,91","479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,593,936,91","sync_479,sync_42,sync_432,sync_449,sync_124,sync_104,sync_382,sync_1467,sync_237,sync_165,sync_624,sync_160,sync_384,sync_1401,sync_438,sync_5,sync_712,sync_110,sync_764,sync_1530,sync_1116,sync_906,sync_421,sync_157,sync_176,sync_793,sync_150,sync_16,sync_613,sync_696,sync_175,sync_448,sync_714,sync_674,sync_1309,sync_1042,sync_1500,sync_1257,sync_375,sync_80,sync_1344,sync_151,sync_1476,sync_439,sync_492,sync_141,sync_177,add_593,del_815,add_936,del_46,sync_91",2,"(16, 3, 7)","(0, 1, 15)",110.157,98.998,1.629,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",1.1935555555555555,40.504,84.25155555555557
29,"(None, 1, 5)",NoTargetStatesError,"479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,91","479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,593,936,91","sync_479,sync_42,sync_432,sync_449,sync_124,sync_104,sync_382,sync_1467,sync_237,sync_165,sync_624,sync_160,sync_384,sync_1401,sync_438,sync_5,sync_712,sync_110,sync_764,sync_1530,sync_1116,sync_906,sync_421,sync_157,sync_176,sync_793,sync_150,sync_16,sync_613,sync_696,sync_175,sync_448,sync_714,sync_674,sync_1309,sync_1042,sync_1500,sync_1257,sync_375,sync_80,sync_1344,sync_151,sync_1476,sync_439,sync_492,sync_141,sync_177,add_593,del_815,add_936,del_46,sync_91",2,"(16, 3, 7)","(0, 1, 15)",110.157,98.998,1.629,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",2.375,57.328,78.917
29,"(None, 5, 5)",NoTargetStatesError,"479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,91","479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,593,936,91","sync_479,sync_42,sync_432,sync_449,sync_124,sync_104,sync_382,sync_1467,sync_237,sync_165,sync_624,sync_160,sync_384,sync_1401,sync_438,sync_5,sync_712,sync_110,sync_764,sync_1530,sync_1116,sync_906,sync_421,sync_157,sync_176,sync_793,sync_150,sync_16,sync_613,sync_696,sync_175,sync_448,sync_714,sync_674,sync_1309,sync_1042,sync_1500,sync_1257,sync_375,sync_80,sync_1344,sync_151,sync_1476,sync_439,sync_492,sync_141,sync_177,add_593,del_815,add_936,del_46,sync_91",2,"(16, 3, 7)","(0, 1, 15)",110.157,98.998,1.629,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.502,44.4428,84.73580000000001
29,"(None, 10, 5)",NoTargetStatesError,"479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,91","479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,593,936,91","sync_479,sync_42,sync_432,sync_449,sync_124,sync_104,sync_382,sync_1467,sync_237,sync_165,sync_624,sync_160,sync_384,sync_1401,sync_438,sync_5,sync_712,sync_110,sync_764,sync_1530,sync_1116,sync_906,sync_421,sync_157,sync_176,sync_793,sync_150,sync_16,sync_613,sync_696,sync_175,sync_448,sync_714,sync_674,sync_1309,sync_1042,sync_1500,sync_1257,sync_375,sync_80,sync_1344,sync_151,sync_1476,sync_439,sync_492,sync_141,sync_177,add_593,del_815,add_936,del_46,sync_91",2,"(16, 3, 7)","(0, 1, 15)",110.157,98.998,1.629,False,True,BERT4Rec,ml-1m,2048,20,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(6, 6, 6)",genetic_categorized,"Mon, 09 Dec 2024 17:11:41",0.251,46.475100000000005,84.2793
