i,split,status,source,aligned,alignment,cost,gt,aligned_gt,score,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,jaccard_threshold,timestamp,mut_prob,crossover_prob
3,"(None, 10, 5)",NoTargetStatesError,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295","207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,13","sync_207,sync_382,sync_771,sync_1622,sync_200,sync_178,sync_135,sync_316,sync_1309,sync_185,sync_23,sync_866,sync_2495,sync_724,sync_1121,sync_1493,sync_649,sync_697,sync_1652,sync_2456,sync_1664,sync_634,sync_548,sync_1595,sync_97,sync_45,sync_612,sync_999,sync_744,sync_78,sync_749,sync_377,sync_715,sync_990,sync_991,sync_616,sync_1009,sync_1006,sync_734,sync_539,sync_65,sync_323,sync_971,sync_677,sync_1004,sync_587,sync_841,sync_1475,sync_656,add_13,del_295",1,"[{0, 17, 14, 15}, {3, 14}, {0, 1, 14}, {8, 1, 3, 14}, {1, 13, 14, 7}, {0, 14}, {10, 14}, {0, 1, 14}, {0, 1, 8, 14}, {14, 15}]","[{8, 1, 3, 14}, {11, 3}, {11, 13}, {0, 16, 14}, {2, 3}, {0, 14}, {2, 11}, {11, 2, 3}, {11}, {8, 11, 2, 3}]",0.837,37.113,0.109,0.353,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
4,"(None, 1, 0)",good,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,9","sync_755,sync_87,sync_1008,sync_1842,sync_1191,sync_1725,sync_2014,sync_1251,sync_760,sync_1838,sync_606,sync_1716,sync_108,sync_1260,sync_1210,sync_1327,sync_1723,sync_565,sync_1064,sync_1724,sync_134,sync_1727,sync_967,sync_1134,sync_2017,sync_879,sync_955,sync_1656,sync_1185,sync_2783,sync_1715,sync_1190,sync_2165,sync_1837,sync_1054,sync_2959,sync_1720,sync_1030,sync_1096,sync_1990,sync_1243,sync_1979,sync_627,sync_2674,sync_1049,sync_2021,sync_2976,sync_3366,sync_935,del_1058,add_9",1,"[{0, 14}, {0, 1, 14}, {0, 1, 14}, {0, 17, 14}, {0, 1, 3, 14}, {0, 11, 3, 14}, {0, 5, 14}, {0, 1, 14, 15}, {10, 14}, {0, 12, 14, 15}]","[{11, 2, 3}, {11, 2, 3, 13}, {11, 2, 3}, {8, 11, 2, 3}, {11, 1, 3, 7}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3, 13}, {2, 3}]",0.305,37.04,0.924,0.269,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
4,"(None, 10, 0)",good,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,9","sync_755,sync_87,sync_1008,sync_1842,sync_1191,sync_1725,sync_2014,sync_1251,sync_760,sync_1838,sync_606,sync_1716,sync_108,sync_1260,sync_1210,sync_1327,sync_1723,sync_565,sync_1064,sync_1724,sync_134,sync_1727,sync_967,sync_1134,sync_2017,sync_879,sync_955,sync_1656,sync_1185,sync_2783,sync_1715,sync_1190,sync_2165,sync_1837,sync_1054,sync_2959,sync_1720,sync_1030,sync_1096,sync_1990,sync_1243,sync_1979,sync_627,sync_2674,sync_1049,sync_2021,sync_2976,sync_3366,sync_935,del_1058,add_9",1,"[{0, 14}, {0, 1, 14}, {0, 1, 14}, {0, 17, 14}, {0, 1, 3, 14}, {0, 11, 3, 14}, {0, 5, 14}, {0, 1, 14, 15}, {10, 14}, {0, 12, 14, 15}]","[{11, 2, 3}, {11, 2, 3, 13}, {11, 2, 3}, {8, 11, 2, 3}, {11, 1, 3, 7}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3, 13}, {2, 3}]",0.305,37.04,8.778,0.419,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
4,"(None, 1, 5)",NoTargetStatesError,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,9","sync_755,sync_87,sync_1008,sync_1842,sync_1191,sync_1725,sync_2014,sync_1251,sync_760,sync_1838,sync_606,sync_1716,sync_108,sync_1260,sync_1210,sync_1327,sync_1723,sync_565,sync_1064,sync_1724,sync_134,sync_1727,sync_967,sync_1134,sync_2017,sync_879,sync_955,sync_1656,sync_1185,sync_2783,sync_1715,sync_1190,sync_2165,sync_1837,sync_1054,sync_2959,sync_1720,sync_1030,sync_1096,sync_1990,sync_1243,sync_1979,sync_627,sync_2674,sync_1049,sync_2021,sync_2976,sync_3366,sync_935,del_1058,add_9",1,"[{0, 14}, {0, 1, 14}, {0, 1, 14}, {0, 17, 14}, {0, 1, 3, 14}, {0, 11, 3, 14}, {0, 5, 14}, {0, 1, 14, 15}, {10, 14}, {0, 12, 14, 15}]","[{11, 2, 3}, {11, 2, 3, 13}, {11, 2, 3}, {8, 11, 2, 3}, {11, 1, 3, 7}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3, 13}, {2, 3}]",0.305,37.04,8.778,0.419,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
4,"(None, 5, 5)",NoTargetStatesError,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,9","sync_755,sync_87,sync_1008,sync_1842,sync_1191,sync_1725,sync_2014,sync_1251,sync_760,sync_1838,sync_606,sync_1716,sync_108,sync_1260,sync_1210,sync_1327,sync_1723,sync_565,sync_1064,sync_1724,sync_134,sync_1727,sync_967,sync_1134,sync_2017,sync_879,sync_955,sync_1656,sync_1185,sync_2783,sync_1715,sync_1190,sync_2165,sync_1837,sync_1054,sync_2959,sync_1720,sync_1030,sync_1096,sync_1990,sync_1243,sync_1979,sync_627,sync_2674,sync_1049,sync_2021,sync_2976,sync_3366,sync_935,del_1058,add_9",1,"[{0, 14}, {0, 1, 14}, {0, 1, 14}, {0, 17, 14}, {0, 1, 3, 14}, {0, 11, 3, 14}, {0, 5, 14}, {0, 1, 14, 15}, {10, 14}, {0, 12, 14, 15}]","[{11, 2, 3}, {11, 2, 3, 13}, {11, 2, 3}, {8, 11, 2, 3}, {11, 1, 3, 7}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3, 13}, {2, 3}]",0.305,37.04,8.778,0.419,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
4,"(None, 10, 5)",NoTargetStatesError,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058","755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,9","sync_755,sync_87,sync_1008,sync_1842,sync_1191,sync_1725,sync_2014,sync_1251,sync_760,sync_1838,sync_606,sync_1716,sync_108,sync_1260,sync_1210,sync_1327,sync_1723,sync_565,sync_1064,sync_1724,sync_134,sync_1727,sync_967,sync_1134,sync_2017,sync_879,sync_955,sync_1656,sync_1185,sync_2783,sync_1715,sync_1190,sync_2165,sync_1837,sync_1054,sync_2959,sync_1720,sync_1030,sync_1096,sync_1990,sync_1243,sync_1979,sync_627,sync_2674,sync_1049,sync_2021,sync_2976,sync_3366,sync_935,del_1058,add_9",1,"[{0, 14}, {0, 1, 14}, {0, 1, 14}, {0, 17, 14}, {0, 1, 3, 14}, {0, 11, 3, 14}, {0, 5, 14}, {0, 1, 14, 15}, {10, 14}, {0, 12, 14, 15}]","[{11, 2, 3}, {11, 2, 3, 13}, {11, 2, 3}, {8, 11, 2, 3}, {11, 1, 3, 7}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3}, {11, 2, 3, 13}, {2, 3}]",0.305,37.04,8.778,0.419,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
5,"(None, 1, 0)",good,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,239","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,add_239,del_2055",1,"[{3}, {3}, {3}, {3}, {3}, {10, 3}, {3}, {3}, {3}, {0, 1, 3}]","[{13, 7}, {13, 7}, {13, 7}, {3, 13, 15}, {0, 13, 15}, {3, 13}, {13, 7}, {13, 7}, {13, 7}, {16, 3, 13}]",0.512,37.98,0.28,0.251,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
5,"(None, 10, 0)",good,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,239","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,del_2055,add_239",1,"[{3}, {3}, {3}, {3}, {3}, {10, 3}, {3}, {3}, {3}, {0, 1, 3}]","[{13, 7}, {13, 7}, {13, 7}, {3, 13, 15}, {0, 13, 15}, {3, 13}, {13, 7}, {13, 7}, {13, 7}, {16, 3, 13}]",0.512,37.98,12.395,0.369,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
5,"(None, 1, 5)",NoTargetStatesError,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,239","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,del_2055,add_239",1,"[{3}, {3}, {3}, {3}, {3}, {10, 3}, {3}, {3}, {3}, {0, 1, 3}]","[{13, 7}, {13, 7}, {13, 7}, {3, 13, 15}, {0, 13, 15}, {3, 13}, {13, 7}, {13, 7}, {13, 7}, {16, 3, 13}]",0.512,37.98,12.395,0.369,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
5,"(None, 5, 5)",NoTargetStatesError,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,239","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,del_2055,add_239",1,"[{3}, {3}, {3}, {3}, {3}, {10, 3}, {3}, {3}, {3}, {0, 1, 3}]","[{13, 7}, {13, 7}, {13, 7}, {3, 13, 15}, {0, 13, 15}, {3, 13}, {13, 7}, {13, 7}, {13, 7}, {16, 3, 13}]",0.512,37.98,12.395,0.369,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
5,"(None, 10, 5)",NoTargetStatesError,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055","1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,239","sync_1346,sync_669,sync_648,sync_198,sync_1315,sync_1334,sync_423,sync_1342,sync_658,sync_1773,sync_1380,sync_1175,sync_1089,sync_908,sync_622,sync_2892,sync_3284,sync_2469,sync_2797,sync_811,sync_914,sync_576,sync_2885,sync_2147,sync_2609,sync_1834,sync_2828,sync_1383,sync_1181,sync_700,sync_2206,sync_182,sync_1771,sync_1318,sync_1867,sync_1092,sync_2115,sync_1608,sync_936,sync_1057,sync_1109,sync_2883,sync_1826,sync_2607,sync_1153,sync_1138,sync_1204,sync_2544,sync_2137,del_2055,add_239",1,"[{3}, {3}, {3}, {3}, {3}, {10, 3}, {3}, {3}, {3}, {0, 1, 3}]","[{13, 7}, {13, 7}, {13, 7}, {3, 13, 15}, {0, 13, 15}, {3, 13}, {13, 7}, {13, 7}, {13, 7}, {16, 3, 13}]",0.512,37.98,12.395,0.369,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
6,"(None, 1, 0)",bad,"3430,1371,658,595,24,339,1238,2572,1232,560,247,1250,744,1451,2233,1241,961,122,986,946","3430,1371,658,595,24,339,1238,2572,1232,560,247,1250,744,1451,2233,1241,961,122,986,1314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_3430,sync_1371,sync_658,sync_595,sync_24,sync_339,sync_1238,sync_2572,sync_1232,sync_560,sync_247,sync_1250,sync_744,sync_1451,sync_2233,sync_1241,sync_961,sync_122,sync_986,add_1314,del_946",1,"[{9, 12}, {9, 12}, {9, 15, 5, 7}, {9, 12, 5}, {9, 12, 5, 15}, {9, 5, 15}, {12, 15}, {9, 5}, {9}, {9, 5, 15}]","[{3, 5}, {9, 12, 15}, {3, 13}, {17, 3}, {9, 15}, {9, 12}, {3}, {3}, {3, 13, 7}, {3, 5}]",0.742,33.498,0.657,0.239,False,True,BERT4Rec,ml-1m,2048,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",False,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:33:11",0.2,0.2
0,"(None, 1, 0)",good,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,846","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,sync_204,sync_1034,sync_1273,sync_289,sync_462,add_846,del_165",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{0}, {0, 7}, {0}, {15}, {0}, {0, 17}, {0}, {0, 5, 7}, {0, 15}, {0, 7}]",0.579,169.405,1.048,1.805,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:42:30",0.2,0.2
0,"(None, 10, 0)",bad,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,846,165","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,sync_204,sync_1034,sync_1273,sync_289,add_846,del_462,sync_165",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{0, 7}, {7}, {7}, {7}, {0}, {7}, {1, 17, 7}, {17, 3}, {7}, {0, 5, 7}]",0.758,169.405,65.836,1.712,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:42:30",0.2,0.2
0,"(None, 1, 5)",bad,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,910,1034,1273,289,462,165","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,add_910,del_204,sync_1034,sync_1273,sync_289,sync_462,sync_165",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{7}, {15}, {7}, {10}, {15, 7}, {7}, {7}, {5, 15}, {13, 7}, {5, 7}]",0.791,169.405,1.979,1.53,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:42:30",0.2,0.2
0,"(None, 5, 5)",bad,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165","2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,1589,1034,1273,289,462,165","sync_2720,sync_365,sync_1634,sync_1229,sync_140,sync_351,sync_1664,sync_160,sync_1534,sync_1233,sync_618,sync_267,sync_2490,sync_213,sync_2483,sync_89,sync_273,sync_665,sync_352,sync_222,sync_2265,sync_2612,sync_429,sync_2492,sync_2827,sync_532,sync_1002,sync_202,sync_821,sync_1615,sync_1284,sync_830,sync_176,sync_1116,sync_2626,sync_23,sync_415,sync_1988,sync_694,sync_133,sync_1536,sync_510,sync_290,sync_152,add_1589,del_204,sync_1034,sync_1273,sync_289,sync_462,sync_165",1,"[{7}, {7}, {7}, {10}, {0, 7}, {7}, {0, 7}, {15}, {0, 5, 7}, {7}]","[{7}, {7}, {7}, {0, 7}, {10}, {7}, {7}, {0, 15}, {0, 7}, {13, 7}]",0.805,169.405,36.361,1.542,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(4, 4, 4)",genetic_categorized,0.7,"Tue, 17 Dec 2024 22:42:30",0.2,0.2
