i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
72,targeted,None,"365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,1173","365,645,299,433,279,199,417,243,1007,168,652,132,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,1173",None,1,None,None,199.388,0.0,79.736,None,2.34,"{0, 1}","{0, 1}",{1},1.0,1.0,"{0, 1},{0, 12, 13, 15},{15},{15, 7},{14, 7}","{0, 1},{15},{0, 12, 13, 15},{15, 7},{14, 7}","{1},{1},{1},{1},{1}",0.3,0.319,"{0, 1},{0, 12, 13, 15},{15},{15, 7},{14, 7},{10, 15},{16, 13, 7},{0, 1, 13, 14, 16},{0, 13, 7},{16, 3}","{0, 1},{15},{0, 12, 13, 15},{15, 7},{14, 7},{10, 15},{16, 13, 7},{0, 1, 13, 14, 16},{0, 13, 7},{16, 3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.313,0.324,"{0, 1},{0, 12, 13, 15},{15},{15, 7},{14, 7},{10, 15},{16, 13, 7},{0, 1, 13, 14, 16},{0, 13, 7},{16, 3},{1, 3},{12, 15},{11, 3, 13},{1, 3, 7},{0, 1, 14, 15},{0, 14, 15},{15, 5, 7},{13, 7},{0, 15},{15, 7}","{0, 1},{15},{0, 12, 13, 15},{15, 7},{14, 7},{10, 15},{16, 13, 7},{0, 1, 13, 14, 16},{0, 13, 7},{16, 3},{12, 15},{1, 3},{11, 3, 13},{0, 1, 14, 15},{0, 14, 15},{13, 7},{2, 3},{1, 3, 7},{15, 7},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.329,0.338,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
73,targeted,None,"89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,720","89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,210",None,1,None,None,202.611,0.0,86.963,None,2.834,"{0, 1, 14}","{0, 13, 15}",{1},1.0,0.0,"{0, 1, 14},{0, 16, 14},{2, 3},{3},{14, 7}","{0, 13, 15},{0, 1, 14, 16},{0, 13, 7},{3},{0, 13, 15}","{1},{1},{1},{1},{1}",0.423,0.293,"{0, 1, 14},{0, 16, 14},{2, 3},{3},{14, 7},{13, 7},{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1, 3, 14},{0, 1, 15}","{0, 13, 15},{0, 1, 14, 16},{0, 13, 7},{3},{0, 13, 15},{3},{3},{3},{13, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.634,0.24,"{0, 1, 14},{0, 16, 14},{2, 3},{3},{14, 7},{13, 7},{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1, 3, 14},{0, 1, 15},{0, 14},{15, 5, 7},{1, 3},{3, 14},{0, 16, 7},{14, 7},{7},{0, 14, 15},{0, 5, 7},{13, 7}","{0, 13, 15},{0, 1, 14, 16},{0, 13, 7},{3},{0, 13, 15},{3},{3},{3},{13, 7},{3},{0, 15},{3},{3},{3, 7},{7},{3, 13},{12, 15},{5, 15},{14, 7},{0, 1}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.469,0.202,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
74,targeted,None,"61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,1019","61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,459,1019",None,1,None,None,166.389,0.0,74.652,None,3.704,"{0, 1, 13}","{10, 15}",{1},1.0,0.0,"{0, 1, 13},{10, 15},{10},{0, 10, 14, 15},{3, 13}","{10, 15},{2, 3},{7},{0, 1, 13, 14, 16},{15, 5, 7}","{1},{1},{1},{1},{1}",0.413,0.304,"{0, 1, 13},{10, 15},{10},{0, 10, 14, 15},{3, 13},{0, 1, 5},{0, 7},{10},{0, 1, 13, 14, 16},{5}","{10, 15},{2, 3},{7},{0, 1, 13, 14, 16},{15, 5, 7},{3},{5},{3},{16, 13},{13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.502,0.24,"{0, 1, 13},{10, 15},{10},{0, 10, 14, 15},{3, 13},{0, 1, 5},{0, 7},{10},{0, 1, 13, 14, 16},{5},{0, 1, 14},{3, 15},{0},{0},{10, 15},{10, 7},{0},{15},{0, 1, 13, 14, 16},{0, 15}","{10, 15},{2, 3},{7},{0, 1, 13, 14, 16},{15, 5, 7},{3},{5},{3},{16, 13},{13},{0, 1, 13, 14, 16},{3, 13},{15},{0, 1, 15},{14, 7},{10, 7},{3},{5, 7},{10, 3},{15, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.471,0.297,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
75,targeted,None,"115,97,724,167,48,983,557,312,180,162,10,497,221,1029,364,529,821,38,222,106,308,34,634,551,818,448,969,324,292,363,946,304,489,338,310,204,147,77,950,54,588,558,581,541,655,730,751,507,802,254","115,97,724,167,48,983,557,312,180,162,10,497,221,1029,364,529,821,38,222,106,308,34,634,551,818,648,969,324,292,363,946,304,489,338,310,204,147,77,950,54,588,558,581,541,655,730,751,507,802,254",None,1,None,None,204.76,0.0,89.41,None,2.268,"{0, 1, 14}","{0, 1, 14}",{1},1.0,1.0,"{0, 1, 14},{0, 1, 14},{3, 7},{17},{0, 1, 5, 7}","{0, 1, 14},{0, 1, 14},{3, 7},{17},{0, 1, 5, 7}","{1},{1},{1},{1},{1}",0.818,0.818,"{0, 1, 14},{0, 1, 14},{3, 7},{17},{0, 1, 5, 7},{3},{9, 12, 15},{0, 1, 14},{3, 13},{16, 6}","{0, 1, 14},{0, 1, 14},{3, 7},{17},{0, 1, 5, 7},{9, 12, 15},{3},{0, 1, 14},{16, 6},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.651,0.648,"{0, 1, 14},{0, 1, 14},{3, 7},{17},{0, 1, 5, 7},{3},{9, 12, 15},{0, 1, 14},{3, 13},{16, 6},{7},{0, 11, 3},{0, 13},{0, 1, 14},{3, 13, 15},{3, 7},{0, 15},{7},{3, 13},{3}","{0, 1, 14},{0, 1, 14},{3, 7},{17},{0, 1, 5, 7},{9, 12, 15},{3},{0, 1, 14},{16, 6},{3, 13},{7},{3, 7},{0, 1, 14},{0, 11, 3},{3, 13, 15},{3},{0, 13},{10},{7},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.498,0.506,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
76,targeted,None,"611,854,294,436,9,660,390,348,304,547,633,221,566,645,428,48,322,591,205,321,61,78,405,330,493,401,437,513,57,33,202,162,228,1017,357,233,432,439,21,1025,115,529,694,443,316,131,720,365,624,118","611,854,294,436,9,660,390,348,304,547,633,221,566,645,428,48,322,591,205,321,61,78,405,330,493,401,437,513,57,33,202,162,228,1017,357,233,432,439,21,1025,115,529,694,443,316,1313,720,365,624,118",None,1,None,None,194.616,0.0,37.689,None,5.445,"{0, 1, 17}","{12, 15}",{1},1.0,0.0,"{0, 1, 17},{5, 15},{0, 16, 13},{7},{0, 13, 7}","{12, 15},{15, 7},{0, 13, 15},{0, 12, 13, 15},{0, 13, 7}","{1},{1},{1},{1},{1}",0.408,0.0,"{0, 1, 17},{5, 15},{0, 16, 13},{7},{0, 13, 7},{11, 7},{13, 7},{3},{3},{3, 13}","{12, 15},{15, 7},{0, 13, 15},{0, 12, 13, 15},{0, 13, 7},{7},{7},{0, 3},{10, 15},{3, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.302,0.0,"{0, 1, 17},{5, 15},{0, 16, 13},{7},{0, 13, 7},{11, 7},{13, 7},{3},{3},{3, 13},{12, 15},{3},{3, 7},{10, 15},{0, 1, 5},{3},{7},{13, 7},{3},{7}","{12, 15},{15, 7},{0, 13, 15},{0, 12, 13, 15},{0, 13, 7},{7},{7},{0, 3},{10, 15},{3, 7},{3, 7},{11, 2, 3},{11, 7},{3},{7},{10, 15},{7},{13, 7},{0, 15},{10, 12, 5, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.269,0.0,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
77,targeted,None,"158,61,653,176,377,905,303,78,349,553,972,84,53,358,87,178,912,204,1204,162,257,167,362,32,180,310,248,320,316,541,113,359,753,9,436,292,1009,668,468,543","158,61,653,176,377,905,303,78,349,553,972,84,53,358,87,178,912,204,1204,162,257,167,362,32,180,310,248,320,316,541,113,359,753,9,436,292,1009,668,468,53",None,1,None,None,192.349,0.0,72.192,None,3.662,"{0, 1, 13, 14, 16}","{3, 7}",{1},1.0,0.0,"{0, 1, 13, 14, 16},{7},{2, 3},{0, 1, 5},{3, 13}","{3, 7},{0, 1, 3, 5},{0, 1, 5, 7},{0},{3, 7}","{1},{1},{1},{1},{1}",0.723,0.585,"{0, 1, 13, 14, 16},{7},{2, 3},{0, 1, 5},{3, 13},{11, 2, 3},{0, 1, 13, 14, 16},{1, 3},{0, 1, 5, 7},{0, 1, 14, 15}","{3, 7},{0, 1, 3, 5},{0, 1, 5, 7},{0},{3, 7},{3, 13, 15},{3, 7},{16, 3, 13},{17},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.759,0.411,"{0, 1, 13, 14, 16},{7},{2, 3},{0, 1, 5},{3, 13},{11, 2, 3},{0, 1, 13, 14, 16},{1, 3},{0, 1, 5, 7},{0, 1, 14, 15},{13, 7},{13, 7},{11, 1, 2, 3},{12, 7},{0, 1, 14},{11, 2, 3},{0, 1, 12},{0, 1, 7, 13, 14, 16},{11, 2, 3},{3, 13}","{3, 7},{0, 1, 3, 5},{0, 1, 5, 7},{0},{3, 7},{3, 13, 15},{3, 7},{16, 3, 13},{17},{3},{7},{1, 3, 8, 13, 14},{13, 7},{3, 5},{13, 7},{1, 7},{7},{0, 1, 5},{13, 7},{7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.681,0.434,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
78,targeted,None,"805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,1003","805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,334,1003",None,1,None,None,169.727,0.0,71.069,None,3.56,"{0, 1, 13, 14, 16}","{3, 12, 5, 7}",{1},1.0,0.0,"{0, 1, 13, 14, 16},{2, 3},{0, 5, 7},{15, 5, 7},{7}","{3, 12, 5, 7},{0, 10, 14},{3},{0, 1, 14, 15},{14, 15}","{1},{1},{1},{1},{1}",0.53,0.194,"{0, 1, 13, 14, 16},{2, 3},{0, 5, 7},{15, 5, 7},{7},{3},{15, 7},{16, 13, 7},{5, 15},{2, 3}","{3, 12, 5, 7},{0, 10, 14},{3},{0, 1, 14, 15},{14, 15},{0, 12, 13, 15},{0, 15},{3},{0, 1},{15, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.397,0.186,"{0, 1, 13, 14, 16},{2, 3},{0, 5, 7},{15, 5, 7},{7},{3},{15, 7},{16, 13, 7},{5, 15},{2, 3},{0, 1, 14, 15},{7},{16, 7},{7},{13, 7},{15, 7},{0, 1, 7, 13, 14, 16},{12, 15},{3, 12, 5, 7},{0, 1}","{3, 12, 5, 7},{0, 10, 14},{3},{0, 1, 14, 15},{14, 15},{0, 12, 13, 15},{0, 15},{3},{0, 1},{15, 7},{3},{3},{0, 13, 15},{15, 7},{3},{0, 15},{12, 15},{0, 12, 14, 15},{3, 13},{3, 12}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.421,0.134,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
79,targeted,None,"290,158,96,361,99,104,978,78,13,40,433,696,69,53,503,60,1070,341,18,90,177,553,84,601,306,407,615,408,532,87,29,589,513,174,863,746,349,337,70,366,179,444,526,303,417","290,158,96,361,99,104,978,78,13,40,433,696,69,53,503,60,1070,341,18,90,177,553,84,601,306,407,615,408,532,87,29,589,513,174,863,746,349,337,70,366,172,444,526,303,417",None,1,None,None,201.12,0.0,78.241,None,4.331,"{1, 7}",{3},{1},1.0,0.0,"{1, 7},{3},{0, 1, 15},{0, 1, 12},{3, 13}","{3},{0, 1, 15},{0, 1, 12},{3},{15, 7}","{1},{1},{1},{1},{1}",0.773,0.606,"{1, 7},{3},{0, 1, 15},{0, 1, 12},{3, 13},{0, 16, 14},{14, 7},{13, 7},{0, 15},{3}","{3},{0, 1, 15},{0, 1, 12},{3},{15, 7},{3, 13},{3, 13},{3},{8, 3, 13, 14},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.507,0.374,"{1, 7},{3},{0, 1, 15},{0, 1, 12},{3, 13},{0, 16, 14},{14, 7},{13, 7},{0, 15},{3},{7},{3, 13},{1, 3},{13, 7},{13, 7},{16, 7},{15, 7},{3},{0, 1, 15},{3, 13}","{3},{0, 1, 15},{0, 1, 12},{3},{15, 7},{3, 13},{3, 13},{3},{8, 3, 13, 14},{3, 13},{3, 13},{13, 7},{13, 7},{13, 7},{0, 15},{7},{7},{3, 13},{3},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.424,0.254,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
80,targeted,None,"319,106,623,248,439,438,77,507,670,755,1180,69,138,785,23,529,111,661,693,9,550,791,312,228,466,759,472,63,395,1073,558,362,784,741,474,167,136,304,950,24,889,599,115,802,284,358,53,190,310,493","319,106,623,248,439,438,77,507,670,755,1180,69,138,785,23,529,111,661,693,9,550,791,312,228,466,759,472,63,395,1073,558,362,784,741,474,167,136,304,950,24,889,599,115,802,284,358,53,190,106,493",None,1,None,None,204.693,0.0,92.181,None,2.218,"{0, 1, 14}","{0, 1, 14}",{1},1.0,1.0,"{0, 1, 14},{0, 16, 14},{0, 1, 14},{0, 1, 15},{3}","{0, 1, 14},{0, 1, 15},{0, 16, 14},{0, 1, 15},{15, 7}","{1},{1},{1},{1},{1}",0.718,0.731,"{0, 1, 14},{0, 16, 14},{0, 1, 14},{0, 1, 15},{3},{0, 1, 14},{0, 1, 14},{16, 1},{0, 1, 15},{2, 3}","{0, 1, 14},{0, 1, 15},{0, 16, 14},{0, 1, 15},{15, 7},{0, 1, 14},{0, 1, 14},{3},{0, 1, 14},{16, 1}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.767,0.79,"{0, 1, 14},{0, 16, 14},{0, 1, 14},{0, 1, 15},{3},{0, 1, 14},{0, 1, 14},{16, 1},{0, 1, 15},{2, 3},{3},{0, 1, 13, 14, 16},{0, 15},{11, 13},{0, 1, 13, 14, 16},{11},{0, 13},{0, 1},{15, 7},{0, 14, 15}","{0, 1, 14},{0, 1, 15},{0, 16, 14},{0, 1, 15},{15, 7},{0, 1, 14},{0, 1, 14},{3},{0, 1, 14},{16, 1},{2, 3},{13, 7},{0, 14, 15},{0, 1, 13, 14, 16},{0, 15},{3},{0, 15},{0, 13},{0, 1},{0, 1, 13, 14, 16}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.673,0.672,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
81,targeted,None,"279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,492","279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,119,492",None,1,None,None,196.315,0.0,55.06,None,5.691,"{0, 1, 14, 16}","{3, 7}",{1},1.0,0.0,"{0, 1, 14, 16},{0, 13, 7},{13, 7},{7},{9, 12, 5, 15}","{3, 7},{0, 13, 7},{7},{10, 12, 5, 15},{7}","{1},{1},{1},{1},{1}",0.451,0.0,"{0, 1, 14, 16},{0, 13, 7},{13, 7},{7},{9, 12, 5, 15},{7},{7},{7},{7},{3, 7}","{3, 7},{0, 13, 7},{7},{10, 12, 5, 15},{7},{15, 7},{7},{13, 7},{7},{5, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.372,0.0,"{0, 1, 14, 16},{0, 13, 7},{13, 7},{7},{9, 12, 5, 15},{7},{7},{7},{7},{3, 7},{10, 12, 5, 15},{5, 7},{0, 15},{3},{12, 15},{5, 15},{12, 5, 7},{15, 7},{16, 7},{15, 7}","{3, 7},{0, 13, 7},{7},{10, 12, 5, 15},{7},{15, 7},{7},{13, 7},{7},{5, 7},{3, 13},{3},{0, 15},{12, 15},{15, 13, 7},{7},{0, 1, 14, 16},{1, 3},{0, 13, 15},{5, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.246,0.099,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
82,targeted,None,"69,644,341,513,267,31,523,388,46,178,1115,53,205,407,13,1023,782,936,648,366,199,677,978,243,306,26,1423,484,488,645,393,84,1207,912,933,632,60,1124,189,42,234,515,137,191,404,1035,1007,197,79,157","69,644,341,513,267,31,523,388,46,178,1115,53,205,407,13,1023,782,936,648,366,199,677,978,243,306,26,1423,484,488,645,393,84,1207,912,983,632,60,1124,189,42,234,515,137,191,404,1035,1007,197,79,157",None,1,None,None,199.427,0.0,78.271,None,2.371,"{16, 1}","{16, 1}",{1},1.0,1.0,"{16, 1},{16, 13, 7},{15, 7},{3, 15},{0, 1}","{16, 1},{16, 13, 7},{15, 7},{3, 15},{0, 15}","{1},{1},{1},{1},{1}",0.425,0.306,"{16, 1},{16, 13, 7},{15, 7},{3, 15},{0, 1},{0, 15},{7},{16, 7},{7},{0, 14, 15}","{16, 1},{16, 13, 7},{15, 7},{3, 15},{0, 15},{0, 1},{7},{7},{16, 7},{0, 14, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.296,0.29,"{16, 1},{16, 13, 7},{15, 7},{3, 15},{0, 1},{0, 15},{7},{16, 7},{7},{0, 14, 15},{12, 15},{3, 13},{15, 7},{5, 7},{0, 10},{0, 1, 7, 13, 14, 16},{0, 16, 7},{5, 7},{5, 15},{12, 7}","{16, 1},{16, 13, 7},{15, 7},{3, 15},{0, 15},{0, 1},{7},{7},{16, 7},{0, 14, 15},{5, 7},{0, 10},{12, 15},{0, 1, 7, 13, 14, 16},{0, 16, 7},{15, 7},{3, 13},{5, 15},{5, 7},{12, 7}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.272,0.272,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
83,targeted,None,"421,117,145,815,190,25,1115,696,356,502,1077,11,358,771,410,50,53,210,535,29,223,159,513,178,141,365,84,404,303,1037,268,78,24,191,589,564,182,152,1529,491,243,862,922,978,446,1227,1614,683,177,1317","421,117,145,815,190,25,1115,696,356,502,1077,11,358,771,410,50,53,210,535,29,223,159,513,178,141,365,84,404,303,1037,268,78,24,191,589,564,182,152,1529,491,243,862,922,978,446,1227,1614,683,217,1317",None,1,None,None,200.887,0.0,77.13,None,4.493,"{16, 1}","{3, 13}",{1},1.0,0.0,"{16, 1},{15, 7},{10, 13, 15},{0, 15},{0, 1}","{3, 13},{13, 7},{7},{15, 7},{3}","{1},{1},{1},{1},{1}",0.434,0.0,"{16, 1},{15, 7},{10, 13, 15},{0, 15},{0, 1},{3, 13},{16, 13, 7},{16, 7},{5, 15},{3, 15}","{3, 13},{13, 7},{7},{15, 7},{3},{5, 7},{3, 13},{15},{13, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.28,0.0,"{16, 1},{15, 7},{10, 13, 15},{0, 15},{0, 1},{3, 13},{16, 13, 7},{16, 7},{5, 15},{3, 15},{12, 7},{5, 7},{7},{0, 14, 15},{5, 15},{3, 13},{0, 1, 7, 13, 14, 16},{8, 15, 7},{16, 7},{3}","{3, 13},{13, 7},{7},{15, 7},{3},{5, 7},{3, 13},{15},{13, 7},{3},{7},{15, 7},{13, 7},{0, 1, 15},{9, 5, 15},{0, 1, 8},{7},{7},{13, 7},{3, 13}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.265,0.119,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
84,targeted,None,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832","956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,353,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832",None,1,None,None,200.03,0.0,77.802,None,2.54,"{11, 1, 3}","{11, 1, 3}",{1},1.0,1.0,"{11, 1, 3},{3, 7},{10, 3},{3, 13},{7}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13}","{1},{1},{1},{1},{1}",0.461,0.435,"{11, 1, 3},{3, 7},{10, 3},{3, 13},{7},{3, 13},{7},{0, 3, 5, 10, 15},{10, 14, 15},{0, 15}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.283,0.299,"{11, 1, 3},{3, 7},{10, 3},{3, 13},{7},{3, 13},{7},{0, 3, 5, 10, 15},{10, 14, 15},{0, 15},{17},{8, 1, 3},{1, 3, 7},{3},{3, 12, 5, 15},{3},{3},{11, 2, 3, 13},{14, 15},{16, 1}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15},{10, 14, 15},{17},{1, 3, 7},{3},{3, 12, 5, 15},{8, 1, 3},{14, 15},{3},{15, 7},{3}","{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1},{1}",0.314,0.295,True,BERT4Rec,ml-100k,False,16384,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,"(1, 1, 1)",targeted,True,0.7,"Wed, 08 Jan 2025 20:08:15"
