i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
225,targeted,None,"158,73,569,290,361,421,252,176,609,105,381,943,688,126,102,190,1414,594,497,358,242,322,67","158,73,569,290,361,421,252,176,609,105,381,943,688,126,102,1414,1414,497,358,594,322,67,1333",None,4,None,None,24.839,0.0,0.378,None,6.774,{10},"{16, 14}",{10},1.0,0.0,"{10},{10, 13, 15},{10, 7},{5, 7},{7}","{16, 14},{3, 15},{7},{16, 13, 7},{9, 12, 15}","{10},{10},{10},{10},{10}",0.757,0.0,"{10},{10, 13, 15},{10, 7},{5, 7},{7},{0, 10},{15, 7},{10},{0, 1, 10, 3},{5}","{16, 14},{3, 15},{7},{16, 13, 7},{9, 12, 15},{7},{0, 5, 7},{0, 1, 3, 13},{0, 1},{7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.735,0.0,"{10},{10, 13, 15},{10, 7},{5, 7},{7},{0, 10},{15, 7},{10},{0, 1, 10, 3},{5},{0, 1, 3, 10, 14},{8, 15, 7},{15},{15, 5, 7},{10},{6},{14, 7},{10},{7},{7}","{16, 14},{3, 15},{7},{16, 13, 7},{9, 12, 15},{7},{0, 5, 7},{0, 1, 3, 13},{0, 1},{7},{15, 5, 7},{15, 7},{0, 16, 7},{11, 1, 3, 7},{7},{0, 16, 14, 15},{7},{7},{7},{12, 15}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.605,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
226,targeted,None,"619,437,572,119,694,360,230,483,190,10,17,587,274,461,161,192,845,319,263,1212,588,33,1246,424,499,670,466,736,380,245,196,258,988,1095,93,324,719,558,284,655,165,58,83,932,875,1181,581,747,1055,1172","619,437,572,119,694,360,230,483,190,10,17,587,274,461,161,192,845,319,263,1212,588,33,1246,424,499,670,466,736,380,245,196,258,988,1095,93,324,719,558,284,655,165,58,83,912,875,1181,581,747,1527,1172",None,2,None,None,29.05,0.0,1.746,None,5.476,"{10, 7}",{7},{10},1.0,0.0,"{10, 7},{10},{0, 10, 14, 15},{10},{10, 13}","{7},{6},{11, 7},{0, 1, 3, 5},{0, 5, 7}","{10},{10},{10},{10},{10}",1.0,0.0,"{10, 7},{10},{0, 10, 14, 15},{10},{10, 13},{10},{10, 15},{0, 1, 2, 10, 14},{0, 1, 12, 14},{11, 3}","{7},{6},{11, 7},{0, 1, 3, 5},{0, 5, 7},{3, 7},{3, 13, 15},{7},{0, 1, 14},{13, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.826,0.0,"{10, 7},{10},{0, 10, 14, 15},{10},{10, 13},{10},{10, 15},{0, 1, 2, 10, 14},{0, 1, 12, 14},{11, 3},{11, 1, 2, 3},{0, 10},{11, 2, 3},{10},{10},{11, 2, 3},{10, 3, 5},{0, 14, 15},{10, 15},{10}","{7},{6},{11, 7},{0, 1, 3, 5},{0, 5, 7},{3, 7},{3, 13, 15},{7},{0, 1, 14},{13, 7},{10, 7},{3, 7},{7},{0},{13, 7},{15, 7},{3, 13, 7},{0, 15, 7},{3, 7},{0, 1, 5, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.68,0.039,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
227,targeted,None,"50,199,104,553,303,435,168,515,420,159,614,333,61,1142,644,107,446,978,299,465,51,434,27,530,310,684,85,424,167,277,348,623,180,368,217,322,694,308,489,97,248,367,289,94,343,330,35,529,735,448","50,199,104,553,303,435,168,515,420,159,614,333,61,1142,644,107,446,978,299,465,51,434,27,530,310,684,85,424,167,277,348,623,180,368,217,322,694,308,489,97,248,367,289,94,330,330,35,529,171,32",None,3,None,None,28.413,0.0,1.038,None,6.271,"{0, 10}","{5, 14, 7}",{10},1.0,0.0,"{0, 10},{15, 7},{10, 13, 15},{7},{12, 7}","{5, 14, 7},{8, 3, 5},{3, 13},{3},{3}","{10},{10},{10},{10},{10}",0.587,0.0,"{0, 10},{15, 7},{10, 13, 15},{7},{12, 7},{16, 3, 13},{0, 1, 3, 10, 14},{5, 15},{0, 1},{16, 7}","{5, 14, 7},{8, 3, 5},{3, 13},{3},{3},{3},{3, 13},{0, 17, 3},{11, 3, 13},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.491,0.0,"{0, 10},{15, 7},{10, 13, 15},{7},{12, 7},{16, 3, 13},{0, 1, 3, 10, 14},{5, 15},{0, 1},{16, 7},{11, 1, 3, 7},{7},{0, 15, 7},{11, 2, 3},{11, 2, 3},{12, 15, 14, 7},{7},{11, 2, 3},{16, 7},{10}","{5, 14, 7},{8, 3, 5},{3, 13},{3},{3},{3},{3, 13},{0, 17, 3},{11, 3, 13},{3},{16, 3},{0, 11, 3},{3, 7},{3, 13},{3, 13},{3},{3, 13},{3},{3, 13},{0, 3, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.321,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
228,targeted,None,"196,257,32,100,113,51,819,110,114,101,7,327,187,432,665,146,103,343,500,374,183,572,481,906,53,331,308,321,980,230,289,424,241,217,575,219,406,232,475,58,507,355,318,143,126,71,295,1091,581,353","196,257,32,100,113,51,819,110,114,101,7,327,187,432,665,146,103,343,500,374,183,572,481,906,53,331,308,321,980,230,289,424,241,217,575,219,406,232,475,58,507,355,318,143,71,71,295,1091,71,353",None,2,None,None,28.606,0.0,5.505,None,5.645,"{10, 14}",{7},{10},1.0,0.0,"{10, 14},{7},{0, 13},{11, 2, 3},{3, 13}","{7},{3, 13},{5, 14, 7},{0, 13, 15},{0, 13}","{10},{10},{10},{10},{10}",0.351,0.0,"{10, 14},{7},{0, 13},{11, 2, 3},{3, 13},{0, 15},{0, 13, 15},{17},{0, 1},{3, 13}","{7},{3, 13},{5, 14, 7},{0, 13, 15},{0, 13},{0, 13, 15},{11},{3},{0, 15},{7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.225,0.0,"{10, 14},{7},{0, 13},{11, 2, 3},{3, 13},{0, 15},{0, 13, 15},{17},{0, 1},{3, 13},{7},{3},{11},{3},{3},{0, 16, 7},{8, 3, 5},{3},{15, 7},{0, 1, 3, 13}","{7},{3, 13},{5, 14, 7},{0, 13, 15},{0, 13},{0, 13, 15},{11},{3},{0, 15},{7},{0, 1},{11, 2, 3},{9, 5, 7},{3},{0, 1, 3, 13},{3, 13},{16, 17, 13, 7},{15, 7},{3, 13},{11, 2, 3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.151,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
229,targeted,None,"290,140,492,59,31,190,112,274,67,1108,255,10,276,781,658,201,93,316,755,572,493,58,1017,548","290,140,492,59,31,190,112,274,67,1108,255,10,276,781,548,614,316,746,572,493,58,1017,548,899",None,5,None,None,25.104,0.0,0.134,None,6.818,"{10, 3}","{12, 15, 14, 7}",{10},1.0,0.0,"{10, 3},{16, 1},{7},{16, 7},{3, 15}","{12, 15, 14, 7},{16, 7},{0, 15, 7},{8, 3, 14, 7},{7}","{10},{10},{10},{10},{10}",0.371,0.0,"{10, 3},{16, 1},{7},{16, 7},{3, 15},{12, 15},{7},{0, 1, 14, 15},{15, 5, 7},{0, 15, 7}","{12, 15, 14, 7},{16, 7},{0, 15, 7},{8, 3, 14, 7},{7},{16, 3, 13},{7},{7},{7},{7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.211,0.0,"{10, 3},{16, 1},{7},{16, 7},{3, 15},{12, 15},{7},{0, 1, 14, 15},{15, 5, 7},{0, 15, 7},{0, 1, 3, 5},{0, 1, 14, 15},{0},{9, 15},{0},{10, 13, 15},{16, 7},{3, 7},{0, 1, 3, 5},{5, 7}","{12, 15, 14, 7},{16, 7},{0, 15, 7},{8, 3, 14, 7},{7},{16, 3, 13},{7},{7},{7},{7},{12, 7},{7},{7},{7},{3, 7},{7},{1, 3, 7},{7},{3, 13},{0, 16, 13, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.173,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
230,targeted,None,"290,96,2,49,421,190,513,666,59,696,579,492,1,381,140,44,73,583,405,52","290,96,2,49,421,190,513,666,59,696,1,492,1,381,812,44,73,140,478,381",None,5,None,None,24.615,0.0,0.769,None,6.492,"{10, 7}","{11, 7}",{10},1.0,0.0,"{10, 7},{5, 7},{10, 13, 15},{15, 5, 7},{14, 7}","{11, 7},{0, 16, 15, 7},{12, 15},{3},{0, 12, 13, 15}","{10},{10},{10},{10},{10}",0.513,0.0,"{10, 7},{5, 7},{10, 13, 15},{15, 5, 7},{14, 7},{15, 7},{0, 10},{15},{10, 15},{10}","{11, 7},{0, 16, 15, 7},{12, 15},{3},{0, 12, 13, 15},{0, 13, 15},{3},{3},{3},{0, 15}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.537,0.0,"{10, 7},{5, 7},{10, 13, 15},{15, 5, 7},{14, 7},{15, 7},{0, 10},{15},{10, 15},{10},{10},{7},{3},{0, 13, 7},{7},{14},{10},{7},{10},{0, 7}","{11, 7},{0, 16, 15, 7},{12, 15},{3},{0, 12, 13, 15},{0, 13, 15},{3},{3},{3},{0, 15},{15, 7},{11, 3, 13},{0, 16, 7},{0, 15},{0, 1, 14, 16},{15, 5, 7},{12, 5, 7},{1, 13},{13, 15},{1, 3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.459,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
231,targeted,None,"1024,794,732,977,86,891,162,190,630,360,358,115,218,409,357,483,539,217,102,103,53,202,257,312,623,146,230,619,83,157,23,183,400,210,348,113,142,369,471,318,77,802,232,13,355,82,98,505,47,254","1024,794,732,977,86,891,162,190,630,360,358,115,218,409,357,483,539,217,102,103,53,202,257,312,623,146,230,619,83,157,23,183,400,210,348,113,142,369,471,318,77,802,232,13,200,82,98,1555,47,254",None,2,None,None,27.645,0.0,2.954,None,5.723,{10},"{0, 1}",{10},1.0,0.0,"{10},{10},{0, 11, 3, 14},{0, 1, 14, 15},{11, 2, 3}","{0, 1},{0, 13, 15},{0, 1, 14},{0},{0, 15}","{10},{10},{10},{10},{10}",0.25,0.0,"{10},{10},{0, 11, 3, 14},{0, 1, 14, 15},{11, 2, 3},{10},{10},{0, 1, 14},{14},{5, 14, 7}","{0, 1},{0, 13, 15},{0, 1, 14},{0},{0, 15},{0, 15},{0, 1, 15},{0, 1, 5, 7},{0, 14},{0, 1, 14}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.249,0.0,"{10},{10},{0, 11, 3, 14},{0, 1, 14, 15},{11, 2, 3},{10},{10},{0, 1, 14},{14},{5, 14, 7},{11, 2, 3},{11},{11, 3},{3},{0, 10},{0},{0, 16, 7},{0, 13},{3, 13},{11, 2, 3}","{0, 1},{0, 13, 15},{0, 1, 14},{0},{0, 15},{0, 15},{0, 1, 15},{0, 1, 5, 7},{0, 14},{0, 1, 14},{0, 13, 15},{0, 1, 12},{0, 17, 3},{0, 1, 14},{0, 13},{0, 1, 14},{0, 1, 3, 13},{0, 16, 14},{0, 13, 15},{0, 1, 15}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.197,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
232,targeted,None,"270,290,2,421,281,405,99,653,214,73,752,105,609,61,49,961,41,852,595,485,176,145,158,52,861,269,44,340,96,1024,118,377,926,1422,586,951,188,117,275,929","270,290,2,421,281,405,99,653,214,73,752,105,609,61,49,961,41,852,595,485,176,145,158,52,861,269,44,340,96,1024,118,377,645,1422,187,951,188,158,533,929",None,4,None,None,27.374,0.0,3.723,None,6.538,"{0, 10, 14, 15}","{14, 15}",{10},1.0,0.0,"{0, 10, 14, 15},{5, 15},{0, 13, 7},{0, 10, 14},{5, 7}","{14, 15},{7},{0, 12, 14, 15},{0, 1, 14, 15},{0, 1}","{10},{10},{10},{10},{10}",0.599,0.0,"{0, 10, 14, 15},{5, 15},{0, 13, 7},{0, 10, 14},{5, 7},{9, 5, 7},{0, 1, 14, 16},{0, 16, 14, 15},{7},{0, 1}","{14, 15},{7},{0, 12, 14, 15},{0, 1, 14, 15},{0, 1},{15},{15, 7},{0, 15},{13, 7},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.396,0.0,"{0, 10, 14, 15},{5, 15},{0, 13, 7},{0, 10, 14},{5, 7},{9, 5, 7},{0, 1, 14, 16},{0, 16, 14, 15},{7},{0, 1},{15, 5, 7},{5, 7},{14, 7},{3},{0, 12, 13, 15},{0, 1, 14},{7},{5, 7},{0, 5, 7},{1, 14, 15}","{14, 15},{7},{0, 12, 14, 15},{0, 1, 14, 15},{0, 1},{15},{15, 7},{0, 15},{13, 7},{3},{0, 16, 15, 7},{9, 5, 7},{0, 3},{3, 13},{15, 7},{0, 16, 15},{0, 3},{0, 15, 7},{3, 13},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.273,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
233,targeted,None,"492,290,572,50,255,587,536,84,180,373,192,149,109,222,316,78,179,366,746","492,290,572,50,255,587,536,84,180,149,1383,109,1168,316,1609,78,1389,366,746",None,6,None,None,23.271,0.0,0.11,None,6.444,{10},{7},{10},1.0,0.0,"{10},{13, 7},{3, 13},{7},{13}","{7},{3, 14},{3},{3, 13},{3}","{10},{10},{10},{10},{10}",0.245,0.0,"{10},{13, 7},{3, 13},{7},{13},{7},{7},{13, 7},{3},{13, 7}","{7},{3, 14},{3},{3, 13},{3},{0, 1, 3, 13},{3, 13},{5, 7},{3},{3, 13}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.159,0.0,"{10},{13, 7},{3, 13},{7},{13},{7},{7},{13, 7},{3},{13, 7},{3},{7},{7},{0, 1, 3, 13},{7},{7},{13, 7},{3, 13},{11, 7},{13, 7}","{7},{3, 14},{3},{3, 13},{3},{0, 1, 3, 13},{3, 13},{5, 7},{3},{3, 13},{3},{3, 13},{3, 13},{3},{3},{3, 13},{3, 13},{3, 13, 7},{13, 7},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.095,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
234,targeted,None,"102,889,648,330,222,149,32,175,50,101,192,157,243,360,240,756,18,84,1137,1105,201,245,241,255,1169,312,63,69,611,375,134,279,404,137,166,873,524,24,26,1127,178,351,281,407,566,388,86,624,298,181","102,889,648,330,222,149,32,175,50,101,192,157,243,360,240,756,18,84,1137,1105,201,245,241,255,1169,312,63,69,611,375,134,279,404,137,166,873,524,24,26,1127,178,351,281,407,566,86,624,1343,407,181",None,3,None,None,27.596,0.0,0.354,None,5.862,"{0, 10}","{16, 7}",{10},1.0,0.0,"{0, 10},{6},{10},{3, 7},{5, 7}","{16, 7},{16, 13, 7},{7},{12, 7},{15, 7}","{10},{10},{10},{10},{10}",0.525,0.0,"{0, 10},{6},{10},{3, 7},{5, 7},{15, 5, 7},{1, 3, 7},{15, 7},{0, 16, 14, 15},{5, 15}","{16, 7},{16, 13, 7},{7},{12, 7},{15, 7},{0, 15},{3, 13},{13, 7},{7},{5, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.27,0.0,"{0, 10},{6},{10},{3, 7},{5, 7},{15, 5, 7},{1, 3, 7},{15, 7},{0, 16, 14, 15},{5, 15},{0, 1, 3, 13},{0, 1, 10, 3},{0, 5, 7},{0, 1, 7},{15},{17},{5, 15},{0, 1, 13, 14, 16},{3, 5},{0, 15}","{16, 7},{16, 13, 7},{7},{12, 7},{15, 7},{0, 15},{3, 13},{13, 7},{7},{5, 7},{0, 1, 3, 13},{0, 13, 7},{0, 1, 13, 14, 16},{7},{15, 7},{0, 1, 7, 13, 14, 16},{3},{5, 15},{7},{0, 5, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.223,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
235,targeted,None,"325,530,189,457,539,671,670,1066,1038,64,26,286,83,28,552,84,475,263,558,55,407,550,66,784,802,232,797,819,739,480,901,174,85,78,143,136,1152,56,205,544,414,182,605,297,1269,167,334,255,630,147","325,530,189,457,539,671,670,1066,1038,64,26,286,83,28,552,84,475,263,558,55,407,550,66,784,802,232,797,819,739,480,901,174,85,78,143,136,1152,56,205,544,394,182,605,297,1269,936,334,255,630,1437",None,3,None,None,28.503,0.0,2.917,None,5.611,"{10, 14}","{0, 1, 3, 5}",{10},1.0,0.0,"{10, 14},{3, 13},{7},{11, 13},{3}","{0, 1, 3, 5},{0, 16, 13, 7},{0, 1, 3, 5},{3},{0, 1, 5, 7}","{10},{10},{10},{10},{10}",0.399,0.0,"{10, 14},{3, 13},{7},{11, 13},{3},{11, 3, 13},{13, 7},{5, 14, 7},{3},{14, 15}","{0, 1, 3, 5},{0, 16, 13, 7},{0, 1, 3, 5},{3},{0, 1, 5, 7},{7},{0, 1},{7},{7},{0, 15}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.233,0.0,"{10, 14},{3, 13},{7},{11, 13},{3},{11, 3, 13},{13, 7},{5, 14, 7},{3},{14, 15},{0, 1},{2, 3},{0, 17, 3},{3},{3},{7},{3, 7},{3, 7},{7},{0, 12, 7}","{0, 1, 3, 5},{0, 16, 13, 7},{0, 1, 3, 5},{3},{0, 1, 5, 7},{7},{0, 1},{7},{7},{0, 15},{15},{3},{7},{0, 1, 13, 14, 16},{16, 7},{3, 13},{16, 13, 7},{3, 13},{0, 1, 3, 13},{7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.153,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
236,targeted,None,"158,244,140,961,347,405,956,86,513,236,109,261,661,694,67,51,1146,731,358,542,755,575,1021,817,175,429,874,242,1,844,291,100,419,539,240,507,218,95,94","158,244,140,961,347,405,956,86,513,236,109,261,661,694,67,51,1146,731,358,542,755,575,1021,817,175,429,874,242,1,844,94,100,419,1538,240,507,218,95,1476",None,3,None,None,27.238,0.0,0.781,None,6.547,"{0, 10}","{16, 14}",{10},1.0,0.0,"{0, 10},{10},{0, 1, 13, 14, 16},{0, 16, 7},{15, 7}","{16, 14},{0, 1},{16, 13, 7},{7},{15, 7}","{10},{10},{10},{10},{10}",0.366,0.0,"{0, 10},{10},{0, 1, 13, 14, 16},{0, 16, 7},{15, 7},{0, 1, 13, 14, 16},{10, 13, 15},{12, 15},{0, 1, 7, 13, 14, 16},{16, 7}","{16, 14},{0, 1},{16, 13, 7},{7},{15, 7},{9, 12, 15},{9, 13, 15},{7},{16, 7},{9, 14}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.279,0.0,"{0, 10},{10},{0, 1, 13, 14, 16},{0, 16, 7},{15, 7},{0, 1, 13, 14, 16},{10, 13, 15},{12, 15},{0, 1, 7, 13, 14, 16},{16, 7},{0, 17, 3},{5, 7},{0, 17},{3, 13},{9, 12, 5},{5, 7},{3, 5},{0, 16, 14, 15},{0, 10, 14, 15},{0, 15}","{16, 14},{0, 1},{16, 13, 7},{7},{15, 7},{9, 12, 15},{9, 13, 15},{7},{16, 7},{9, 14},{12, 15},{15, 7},{5, 7},{7},{12, 15},{0, 16, 14, 15},{16, 7},{0, 5, 7},{3, 15},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.234,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
237,targeted,None,"99,290,61,609,224,252,569,498,653,421,44,118,49,861,381,96,816,145,900,176,332","99,290,61,609,224,252,569,498,653,421,44,118,49,861,381,96,183,900,145,176,332",None,3,None,None,24.356,0.0,3.674,None,6.439,"{0, 10, 14, 15}","{0, 16, 15, 7}",{10},1.0,0.0,"{0, 10, 14, 15},{0, 12, 14, 15},{9, 14},{0, 16, 7},{0, 1, 13, 14, 16}","{0, 16, 15, 7},{14, 15},{15, 7},{0, 1, 14, 15},{13, 7}","{10},{10},{10},{10},{10}",0.372,0.0,"{0, 10, 14, 15},{0, 12, 14, 15},{9, 14},{0, 16, 7},{0, 1, 13, 14, 16},{5, 7},{14, 15},{5, 15},{0, 1, 14, 15},{0, 1, 7, 13, 14, 16}","{0, 16, 15, 7},{14, 15},{15, 7},{0, 1, 14, 15},{13, 7},{0, 15},{3, 13},{0, 12, 14, 15},{1, 13},{15, 7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.255,0.0,"{0, 10, 14, 15},{0, 12, 14, 15},{9, 14},{0, 16, 7},{0, 1, 13, 14, 16},{5, 7},{14, 15},{5, 15},{0, 1, 14, 15},{0, 1, 7, 13, 14, 16},{0, 16, 14, 15},{0, 16, 15, 7},{7},{5, 7},{0, 10, 14},{0, 16, 7},{0, 5, 7},{0, 15},{0, 1},{0, 5, 7}","{0, 16, 15, 7},{14, 15},{15, 7},{0, 1, 14, 15},{13, 7},{0, 15},{3, 13},{0, 12, 14, 15},{1, 13},{15, 7},{3},{0, 1, 13, 14, 16},{7},{15},{0, 3},{3},{3, 13},{12, 15},{3},{3}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.211,0.0,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
238,targeted,None,"338,47,198,480,83,211,574,691,519,9,475,668,896,550,297,254,541,395,315,294,143,324,588,798,317,1144,66,77,914,1109,359,17,605,715,1009,363,611,528,1055,552,339,438,478,1238,314,527,1617,599,195,206","338,47,198,480,83,211,574,691,519,9,475,668,896,550,297,254,541,395,315,294,143,324,588,798,317,1144,66,77,914,1109,359,17,605,715,1009,363,611,528,1055,552,339,438,478,1238,314,527,705,599,195,206",None,1,None,None,30.566,0.0,11.792,None,5.661,"{10, 14}",{6},{10},1.0,0.0,"{10, 14},{3},{0, 1, 14},{6},{0, 10, 14, 15}","{6},{3},{3, 13},{12, 15, 7},{5}","{10},{10},{10},{10},{10}",0.581,0.0,"{10, 14},{3},{0, 1, 14},{6},{0, 10, 14, 15},{0, 1, 3, 16},{10},{0, 15},{1, 3, 7},{0, 10}","{6},{3},{3, 13},{12, 15, 7},{5},{3},{15, 7},{1, 3, 7},{11, 2, 3},{10}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.447,0.039,"{10, 14},{3},{0, 1, 14},{6},{0, 10, 14, 15},{0, 1, 3, 16},{10},{0, 15},{1, 3, 7},{0, 10},{10},{3},{0, 3},{14, 15},{3},{3, 13, 7},{11, 1, 2, 3},{8, 1, 3},{14},{3, 7}","{6},{3},{3, 13},{12, 15, 7},{5},{3},{15, 7},{1, 3, 7},{11, 2, 3},{10},{10},{3},{8, 1, 3},{0, 5, 14},{0, 1, 14},{0, 10},{10, 3},{1, 3},{3},{7}","{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10},{10}",0.318,0.126,True,BERT4Rec,ml-100k,Horror,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Mon, 27 Jan 2025 04:02:52"
