i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
10,genetic,None,"1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,670","1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,870",None,1,None,None,109.301,None,None,None,None,870,1149,None,0,None,"870,554,1005,1321,987","1149,294,527,605,560",None,0.0,None,"870,554,1005,1321,987,896,169,1241,51,150","1149,294,527,605,560,870,15,670,329,436",None,0.013,None,"870,554,1005,1321,987,896,169,1241,51,150,416,496,635,1149,27,833,629,739,198,8","1149,294,527,605,560,870,15,670,329,436,236,254,655,975,439,21,1119,475,424,1100",None,0.019,None,"(None, 10, 0)",None,None,"1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,670","1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,20","sync_1111,sync_168,sync_954,sync_469,sync_515,sync_283,sync_194,sync_1101,sync_718,sync_765,sync_1259,sync_206,sync_1387,sync_1022,sync_1223,sync_481,sync_123,sync_1050,sync_310,sync_545,sync_576,sync_472,sync_434,sync_57,sync_27,sync_160,sync_425,sync_346,sync_684,sync_878,sync_233,sync_71,sync_465,sync_797,sync_1266,sync_321,sync_591,sync_144,sync_436,sync_519,sync_527,sync_1113,sync_896,sync_1321,sync_554,sync_1005,sync_987,sync_1071,sync_833,add_20,del_670",1,None,None,None,69.991,None,364,1149,None,0,"364,156,529,359,608","1149,294,527,605,560",None,0.0,"364,156,529,359,608,821,123,1110,3,962","1149,294,527,605,560,870,15,670,329,436",None,0.0,"364,156,529,359,608,821,123,1110,3,962,386,1062,206,1483,147,283,954,28,1310,56","1149,294,527,605,560,870,15,670,329,436,236,254,655,975,439,21,1119,475,424,1100",None,0.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
11,genetic,None,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1056,935,1195,1083,174,1183,333",None,1,None,None,127.627,None,None,None,None,1012,720,None,0,None,"1012,720,707,468,389","720,1012,468,707,175",None,0.434,None,"1012,720,707,468,389,175,360,492,769,630","720,1012,468,707,175,492,389,360,630,217",None,0.443,None,"1012,720,707,468,389,175,360,492,769,630,217,240,859,157,230,231,657,298,624,95","720,1012,468,707,175,492,389,360,630,217,240,769,162,157,624,231,657,166,95,183",None,0.464,None,"(None, 10, 0)",None,None,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","sync_290,sync_59,sync_372,sync_25,sync_1311,sync_428,sync_182,sync_720,sync_752,sync_140,sync_142,sync_154,sync_408,sync_149,sync_178,sync_361,sync_492,sync_696,sync_84,sync_176,sync_306,sync_141,sync_158,sync_88,sync_137,sync_453,sync_98,sync_279,sync_771,sync_24,sync_190,sync_358,sync_50,sync_356,sync_601,sync_535,sync_243,sync_234,sync_87,sync_708,sync_18,sync_1068,sync_268,sync_1105,sync_935,sync_1195,sync_1083,sync_174,sync_1183,sync_333",0,None,None,None,16.616,None,720,720,None,1,"720,1012,468,707,175","720,1012,468,707,175",None,1.0,"720,1012,468,707,175,492,389,360,630,217","720,1012,468,707,175,492,389,360,630,217",None,1.0,"720,1012,468,707,175,492,389,360,630,217,240,769,162,157,624,231,657,166,95,183","720,1012,468,707,175,492,389,360,630,217,240,769,162,157,624,231,657,166,95,183",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
12,genetic,None,"158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,141,137,152,770,652,279","158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,1491,137,152,770,652,279",None,1,None,None,117.825,None,None,None,None,24,26,None,0,None,"24,26,279,824,652","26,24,279,137,152",None,0.446,None,"24,26,279,824,652,152,197,137,677,532","26,24,279,137,152,1037,657,912,677,652",None,0.428,None,"24,26,279,824,652,152,197,137,677,532,912,404,657,268,205,182,1037,299,553,524","26,24,279,137,152,1037,657,912,677,652,532,307,197,268,182,873,404,824,578,205",None,0.391,None,"(None, 10, 0)",None,None,"158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,141,137,152,770,652,279","158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,141,137,152,770,652,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_158,sync_945,sync_653,sync_44,sync_96,sync_61,sync_176,sync_892,sync_1024,sync_99,sync_498,sync_118,sync_361,sync_25,sync_972,sync_13,sync_404,sync_69,sync_502,sync_503,sync_874,sync_210,sync_142,sync_24,sync_453,sync_26,sync_614,sync_159,sync_1035,sync_141,sync_137,sync_152,sync_770,sync_652,add_58,del_279",1,None,None,None,88.71,None,175,26,None,0,"175,67,32,201,409","26,24,279,137,152",None,0.0,"175,67,32,201,409,162,230,217,348,255","26,24,279,137,152,1037,657,912,677,652",None,0.0,"175,67,32,201,409,162,230,217,348,255,240,298,95,493,100,432,623,102,113,419","26,24,279,137,152,1037,657,912,677,652,532,307,197,268,182,873,404,824,578,205",None,0.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
13,genetic,None,"736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,205","736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,720,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,205",None,1,None,None,123.658,None,None,None,None,205,1439,None,0,None,"205,1439,149,407,78","1439,205,149,407,60",None,0.592,None,"205,1439,149,407,78,60,863,810,491,648","1439,205,149,407,60,78,1481,433,863,810",None,0.509,None,"205,1439,149,407,78,60,863,810,491,648,433,677,696,142,1481,299,158,647,372,1007","1439,205,149,407,60,78,1481,433,863,810,491,648,142,696,677,647,13,372,299,137",None,0.453,None,"(None, 10, 0)",None,None,"736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,205","736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,205","sync_736,sync_696,sync_307,sync_158,sync_182,sync_262,sync_1160,sync_275,sync_1024,sync_720,sync_670,sync_568,sync_734,sync_236,sync_99,sync_524,sync_901,sync_899,sync_859,sync_81,sync_531,sync_951,sync_243,sync_861,sync_485,sync_308,sync_331,sync_481,sync_170,sync_994,sync_7,sync_254,sync_575,sync_1335,sync_400,sync_89,sync_100,sync_154,sync_653,sync_291,sync_504,sync_117,sync_134,sync_408,sync_1212,sync_17,sync_535,sync_1372,sync_912,sync_205",0,None,None,None,16.957,None,1439,1439,None,1,"1439,205,149,407,60","1439,205,149,407,60",None,1.0,"1439,205,149,407,60,78,1481,433,863,810","1439,205,149,407,60,78,1481,433,863,810",None,1.0,"1439,205,149,407,60,78,1481,433,863,810,491,648,142,696,677,647,13,372,299,137","1439,205,149,407,60,78,1481,433,863,810,491,648,142,696,677,647,13,372,299,137",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
14,genetic,None,"292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,623,523","292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,232,523",None,1,None,None,119.738,None,None,None,None,11,673,None,0,None,"11,673,447,662,707","673,11,523,720,707",None,0.408,None,"11,673,447,662,707,720,178,523,154,578","673,11,523,720,707,662,447,178,578,158",None,0.423,None,"11,673,447,662,707,720,178,523,154,578,645,158,131,74,13,31,358,949,1127,290","673,11,523,720,707,662,447,178,578,158,154,31,645,13,358,74,131,25,428,290",None,0.401,None,"(None, 10, 0)",None,None,"292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,623,523","292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,623,523","sync_292,sync_436,sync_34,sync_402,sync_30,sync_205,sync_896,sync_157,sync_365,sync_559,sync_759,sync_477,sync_801,sync_166,sync_862,sync_528,sync_136,sync_104,sync_160,sync_58,sync_232,sync_920,sync_1433,sync_599,sync_444,sync_821,sync_346,sync_530,sync_435,sync_1063,sync_1101,sync_457,sync_511,sync_219,sync_37,sync_186,sync_50,sync_53,sync_294,sync_257,sync_1055,sync_345,sync_57,sync_64,sync_118,sync_145,sync_332,sync_1156,sync_623,sync_523",0,None,None,None,14.067,None,673,673,None,1,"673,11,523,720,707","673,11,523,720,707",None,1.0,"673,11,523,720,707,662,447,178,578,158","673,11,523,720,707,662,447,178,578,158",None,1.0,"673,11,523,720,707,662,447,178,578,158,154,31,645,13,358,74,131,25,428,290","673,11,523,720,707,662,447,178,578,158,154,31,645,13,358,74,131,25,428,290",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
15,genetic,None,"78,645,117,815,1024,290,453,311,268,614,141,303,174,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,103,721,370,125","78,645,117,815,1024,290,453,311,268,614,141,303,1674,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,103,721,370,125",None,1,None,None,112.836,None,None,None,None,337,515,None,0,None,"337,197,615,515,834","515,834,337,197,936",None,0.244,None,"337,197,615,515,834,279,936,174,125,18","515,834,337,197,936,12,890,511,279,810",None,0.203,None,"337,197,615,515,834,279,936,174,125,18,511,810,905,12,404,417,890,194,465,371","515,834,337,197,936,12,890,511,279,810,404,615,144,125,18,194,174,311,417,746",None,0.213,None,"(None, 10, 0)",None,None,"78,645,117,815,1024,290,453,311,268,614,141,303,174,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,103,721,370,125","78,645,117,815,1024,290,453,311,268,614,141,303,174,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,103,721,370,125","sync_78,sync_645,sync_117,sync_815,sync_1024,sync_290,sync_453,sync_311,sync_268,sync_614,sync_141,sync_303,sync_174,sync_564,sync_137,sync_414,sync_24,sync_553,sync_121,sync_1036,sync_182,sync_657,sync_972,sync_465,sync_708,sync_177,sync_279,sync_511,sync_515,sync_578,sync_1012,sync_905,sync_104,sync_173,sync_217,sync_664,sync_230,sync_162,sync_358,sync_31,sync_23,sync_457,sync_1184,sync_258,sync_334,sync_404,sync_103,sync_721,sync_370,sync_125",0,None,None,None,11.091,None,515,515,None,1,"515,834,337,197,936","515,834,337,197,936",None,1.0,"515,834,337,197,936,12,890,511,279,810","515,834,337,197,936,12,890,511,279,810",None,1.0,"515,834,337,197,936,12,890,511,279,810,404,615,144,125,18,194,174,311,417,746","515,834,337,197,936,12,890,511,279,810,404,615,144,125,18,194,174,311,417,746",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
16,genetic,None,"197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,635,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,279,979","197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,63,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,279,979",None,1,None,None,118.343,None,None,None,None,830,15,None,0,None,"830,15,198,939,979","15,830,198,939,297",None,0.592,None,"830,15,198,939,979,699,297,622,532,544","15,830,198,939,297,699,979,532,622,544",None,0.647,None,"830,15,198,939,979,699,297,622,532,544,774,220,427,459,438,451,1238,533,524,1102","15,830,198,939,297,699,979,532,622,544,220,438,774,459,427,451,524,1238,1102,533",None,0.598,None,"(None, 10, 0)",None,None,"197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,635,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,279,979","197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,635,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,279,70","sync_197,sync_1241,sync_765,sync_446,sync_753,sync_1049,sync_834,sync_615,sync_522,sync_1111,sync_329,sync_657,sync_283,sync_431,sync_353,sync_577,sync_143,sync_422,sync_169,sync_870,sync_635,sync_778,sync_605,sync_374,sync_438,sync_1198,sync_505,sync_147,sync_162,sync_77,sync_254,sync_55,sync_26,sync_83,sync_457,sync_901,sync_232,sync_418,sync_137,sync_141,sync_369,sync_544,sync_220,sync_115,sync_459,sync_202,sync_770,sync_699,sync_279,add_70,del_979",1,None,None,None,46.995,None,166,15,None,0,"166,873,459,307,1012","15,830,198,939,297",None,0.0,"166,873,459,307,1012,1037,524,912,1014,511","15,830,198,939,297,699,979,532,622,544",None,0.0,"166,873,459,307,1012,1037,524,912,1014,511,831,517,137,279,168,465,1071,26,416,972","15,830,198,939,297,699,979,532,622,544,220,438,774,459,427,451,524,1238,1102,533",None,0.006,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
17,genetic,None,"157,457,146,7,477,218,232,916,505,115,544,318,699,376,220,630,15,148,830,939,369,540,202,528,451,979,694,343,592,378,439,338,193,367,914,671,324,34,587,308,558,38,364,720,2,1085,383,69,131,351","157,457,146,7,477,218,232,916,505,115,544,318,699,376,220,630,15,148,830,939,369,540,202,528,451,979,694,343,592,378,439,338,193,367,914,671,324,34,587,308,558,38,364,720,2,1085,383,69,131,451",None,1,None,None,123.935,None,None,None,None,451,631,None,0,None,"451,15,336,1229,166","631,1121,843,281,1195",None,0.0,None,"451,15,336,1229,166,297,1019,1238,459,873","631,1121,843,281,1195,185,745,262,1099,74",None,0.0,None,"451,15,336,1229,166,297,1019,1238,459,873,220,838,835,26,875,198,524,351,24,427","631,1121,843,281,1195,185,745,262,1099,74,96,154,569,316,178,720,808,118,383,752",None,0.0,None,"(None, 10, 0)",None,None,"157,457,146,7,477,218,232,916,505,115,544,318,699,376,220,630,15,148,830,939,369,540,202,528,451,979,694,343,592,378,439,338,193,367,914,671,324,34,587,308,558,38,364,720,2,1085,383,69,131,351","157,457,146,7,477,218,232,916,505,115,544,318,699,376,220,630,15,148,830,939,369,540,202,528,451,979,694,343,592,378,439,338,193,367,914,671,324,34,587,308,558,38,364,720,2,1085,383,69,131,19","sync_157,sync_457,sync_146,sync_7,sync_477,sync_218,sync_232,sync_916,sync_505,sync_115,sync_544,sync_318,sync_699,sync_376,sync_220,sync_630,sync_15,sync_148,sync_830,sync_939,sync_369,sync_540,sync_202,sync_528,sync_451,sync_979,sync_694,sync_343,sync_592,sync_378,sync_439,sync_338,sync_193,sync_367,sync_914,sync_671,sync_324,sync_34,sync_587,sync_308,sync_558,sync_38,sync_364,sync_720,sync_2,sync_1085,sync_383,sync_69,sync_131,add_19,del_351",1,None,None,None,67.432,None,451,631,None,0,"451,671,574,736,227","631,1121,843,281,1195",None,0.0,"451,671,574,736,227,742,711,205,550,81","631,1121,843,281,1195,185,745,262,1099,74",None,0.0,"451,671,574,736,227,742,711,205,550,81,122,10,397,93,34,15,160,581,58,832","631,1121,843,281,1195,185,745,262,1099,74,96,154,569,316,178,720,808,118,383,752",None,0.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
18,genetic,None,"1329,270,306,74,1168,12,88,242,268,716,13,158,1183,99,1465,1003,852,348,360,477,162,759,369,699,457,438,459,451,198,544,979,622,927,220,995,353,1023,281,246,653,336,319,594,1117,357,453,146,377,471,1160","1329,270,306,74,1168,12,88,242,268,716,13,158,1183,99,1465,1003,852,348,360,477,162,759,369,699,457,438,459,451,198,544,979,622,927,220,995,353,1023,281,246,653,336,319,594,1117,357,453,146,377,471,1162",None,1,None,None,114.579,None,None,None,None,242,1160,None,0,None,"242,97,310,8,85","1160,275,707,145,891",None,0.0,None,"242,97,310,8,85,74,6,1453,1160,37","1160,275,707,145,891,732,118,669,398,1024",None,0.024,None,"242,97,310,8,85,74,6,1453,1160,37,201,1191,539,109,351,322,562,11,368,118","1160,275,707,145,891,732,118,669,398,1024,262,86,176,253,936,1545,96,524,306,960",None,0.019,None,"(None, 10, 0)",None,None,"1329,270,306,74,1168,12,88,242,268,716,13,158,1183,99,1465,1003,852,348,360,477,162,759,369,699,457,438,459,451,198,544,979,622,927,220,995,353,1023,281,246,653,336,319,594,1117,357,453,146,377,471,1160","1329,270,306,74,1168,12,88,242,268,716,13,158,1183,99,1465,1003,852,348,360,477,162,759,369,699,457,438,459,451,198,544,979,622,927,220,995,353,1023,281,246,653,336,319,594,1117,357,453,146,377,471,121","sync_1329,sync_270,sync_306,sync_74,sync_1168,sync_12,sync_88,sync_242,sync_268,sync_716,sync_13,sync_158,sync_1183,sync_99,sync_1465,sync_1003,sync_852,sync_348,sync_360,sync_477,sync_162,sync_759,sync_369,sync_699,sync_457,sync_438,sync_459,sync_451,sync_198,sync_544,sync_979,sync_622,sync_927,sync_220,sync_995,sync_353,sync_1023,sync_281,sync_246,sync_653,sync_336,sync_319,sync_594,sync_1117,sync_357,sync_453,sync_146,sync_377,sync_471,add_121,del_1160",1,None,None,None,65.422,None,121,1160,None,0,"121,101,210,863,245","1160,275,707,145,891",None,0.0,"121,101,210,863,245,100,553,146,50,25","1160,275,707,145,891,732,118,669,398,1024",None,0.0,"121,101,210,863,245,100,553,146,50,25,58,255,27,404,205,162,13,503,201,648","1160,275,707,145,891,732,118,669,398,1024,262,86,176,253,936,1545,96,524,306,960",None,0.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
19,genetic,None,"831,517,15,818,685,1192,468,1093,847,800,469,946,220,353,363,835,1005,1261,927,769,1071,234,1096,376,1263,774,21,605,522,543,496,979,118,2,61,281,96,340,52,269,1024,929,332,369,23,759,137,500,115,163","831,517,15,818,685,1192,468,1093,847,800,469,946,220,353,363,835,1005,1261,927,769,1071,234,1096,376,1263,774,21,605,522,543,496,979,118,2,61,281,96,340,52,269,1024,929,332,369,23,759,327,500,115,163",None,1,None,None,112.907,None,None,None,None,686,544,None,0,None,"686,544,163,173,560","544,699,759,838,629",None,0.17,None,"686,544,163,173,560,1071,833,629,759,459","544,699,759,838,629,979,198,686,459,173",None,0.198,None,"686,544,163,173,560,1071,833,629,759,459,699,979,838,198,743,77,533,505,395,896","544,699,759,838,629,979,198,686,459,173,77,163,220,147,254,505,533,369,1238,55",None,0.212,None,"(None, 10, 0)",None,None,"831,517,15,818,685,1192,468,1093,847,800,469,946,220,353,363,835,1005,1261,927,769,1071,234,1096,376,1263,774,21,605,522,543,496,979,118,2,61,281,96,340,52,269,1024,929,332,369,23,759,137,500,115,163","831,517,15,818,685,1192,468,1093,847,800,469,946,220,353,363,835,1005,1261,927,769,1071,234,1096,376,1263,774,21,605,522,543,496,979,118,2,61,281,96,340,52,269,1024,929,332,369,23,759,137,500,115,1530","sync_831,sync_517,sync_15,sync_818,sync_685,sync_1192,sync_468,sync_1093,sync_847,sync_800,sync_469,sync_946,sync_220,sync_353,sync_363,sync_835,sync_1005,sync_1261,sync_927,sync_769,sync_1071,sync_234,sync_1096,sync_376,sync_1263,sync_774,sync_21,sync_605,sync_522,sync_543,sync_496,sync_979,sync_118,sync_2,sync_61,sync_281,sync_96,sync_340,sync_52,sync_269,sync_1024,sync_929,sync_332,sync_369,sync_23,sync_759,sync_137,sync_500,sync_115,add_1530,del_163",1,None,None,None,85.485,None,1229,544,None,0,"1229,1102,176,774,453","544,699,759,838,629",None,0.0,"1229,1102,176,774,453,26,927,214,979,669","544,699,759,838,629,979,198,686,459,173",None,0.02,"1229,1102,176,774,453,26,927,214,979,669,118,960,96,939,485,426,1013,297,629,459","544,699,759,838,629,979,198,686,459,173,77,163,220,147,254,505,533,369,1238,55",None,0.02,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
20,genetic,None,"114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1027,879,478,1245,886,1087,1074,603","114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1027,879,478,1324,886,1087,1074,603",None,1,None,None,116.022,None,None,None,None,1487,870,None,0,None,"1487,870,1245,1515,879","870,879,1245,1074,1487",None,0.419,None,"1487,870,1245,1515,879,1074,1267,778,216,237","870,879,1245,1074,1487,1267,778,1515,216,833",None,0.459,None,"1487,870,1245,1515,879,1074,1267,778,216,237,833,422,626,1231,1033,1454,633,1492,536,543","870,879,1245,1074,1487,1267,778,1515,216,833,422,1263,893,43,626,302,494,1454,886,237",None,0.363,None,"(None, 10, 0)",None,None,"114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1027,879,478,1245,886,1087,1074,603","114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1027,879,478,1245,886,1087,1074,1","sync_114,sync_1165,sync_1368,sync_212,sync_618,sync_339,sync_559,sync_395,sync_169,sync_1224,sync_1008,sync_887,sync_778,sync_1338,sync_1263,sync_143,sync_155,sync_216,sync_422,sync_76,sync_869,sync_374,sync_62,sync_729,sync_870,sync_43,sync_1048,sync_494,sync_679,sync_440,sync_605,sync_124,sync_528,sync_438,sync_884,sync_315,sync_1487,sync_1174,sync_546,sync_893,sync_1041,sync_656,sync_1027,sync_879,sync_478,sync_1245,sync_886,sync_1087,sync_1074,add_1,del_603",1,None,None,None,89.567,None,714,870,None,0,"714,1365,879,968,1074","870,879,1245,1074,1487",None,0.18,"714,1365,879,968,1074,2,1245,1560,1263,1087","870,879,1245,1074,1487,1267,778,1515,216,833",None,0.139,"714,1365,879,968,1074,2,1245,1560,1263,1087,1232,1,498,635,140,700,825,1429,290,59","870,879,1245,1074,1487,1267,778,1515,216,833,422,1263,893,43,626,302,494,1454,886,237",None,0.099,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
