i,gen_target_y@1,pop_size,generations,jaccard_threshold,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,timestamp
55,{3},2048,10,0.7,targeted,None,"653,52,340,669,996,69,78,141,1035,90,345,410,526,50,503,25,210,531,87,24,174,453,594,190,79,180","653,52,340,669,996,69,78,141,1035,90,345,410,526,50,503,25,210,531,87,24,174,453,994,190,90,180",None,2,None,None,19.287,93.408,77.002,3.379,4.087,"{2, 3}","{0, 1}",1.0,0.0,"{2, 3},{7},{13, 7},{0, 1, 3, 14},{0, 1, 14}","{0, 1},{15, 7},{0, 1},{0, 14, 15},{16, 13, 7}","{3},{3},{3},{3},{3}",0.571,0.0,"{2, 3},{7},{13, 7},{0, 1, 3, 14},{0, 1, 14},{0, 1, 15},{3},{14, 7},{13, 7},{3}","{0, 1},{15, 7},{0, 1},{0, 14, 15},{16, 13, 7},{7},{3, 14},{0, 1, 3, 13},{0, 1, 7, 13, 14, 16},{16, 3, 13}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.46,0.24,"{2, 3},{7},{13, 7},{0, 1, 3, 14},{0, 1, 14},{0, 1, 15},{3},{14, 7},{13, 7},{3},{0, 16, 14},{0, 1, 13, 14, 16},{11, 1, 2, 3},{13, 7},{7},{0, 1, 15},{0, 5, 15},{3, 13},{0, 1, 13, 14, 16},{3, 13}","{0, 1},{15, 7},{0, 1},{0, 14, 15},{16, 13, 7},{7},{3, 14},{0, 1, 3, 13},{0, 1, 7, 13, 14, 16},{16, 3, 13},{0, 14, 15},{0, 1, 14},{8, 3, 14, 7},{16, 7},{0, 16, 7},{11, 1, 3, 7},{0, 15},{3},{7},{0, 16, 14, 15}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.372,0.274,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
56,{3},2048,10,0.7,targeted,None,"25,503,84,696,78,365,11,13,125,182,358,26,205,526,174,351,141,383,88,414,404,1007,303,217,32,795,500,97,45,472,823,230,368,114,212,397,463,501,48,664,240,352,185,5,752,140,720,595,882,50","25,503,84,696,78,365,11,13,125,182,358,26,205,526,174,351,141,383,88,414,404,1007,303,217,32,795,500,97,45,472,823,230,368,114,212,397,463,501,48,664,240,352,185,5,752,140,720,595,882,1250",None,1,None,None,22.346,99.17,78.32,2.692,4.905,"{3, 7}","{0, 13, 7}",1.0,0.0,"{3, 7},{0, 13, 15},{0, 13, 7},{13, 7},{3, 7}","{0, 13, 7},{5, 7},{0, 12, 13, 15},{12, 15},{7}","{3},{3},{3},{3},{3}",0.395,0.0,"{3, 7},{0, 13, 15},{0, 13, 7},{13, 7},{3, 7},{12, 15},{9, 12, 5, 15},{13, 7},{5, 7},{10, 15}","{0, 13, 7},{5, 7},{0, 12, 13, 15},{12, 15},{7},{0, 13, 15},{0, 10, 14},{14, 7},{15, 5, 7},{10, 15}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.255,0.0,"{3, 7},{0, 13, 15},{0, 13, 7},{13, 7},{3, 7},{12, 15},{9, 12, 5, 15},{13, 7},{5, 7},{10, 15},{7},{15, 7},{3},{7},{0, 15},{10, 12, 5, 15},{7},{0, 11, 3},{0, 1, 14, 16},{1, 14, 15}","{0, 13, 7},{5, 7},{0, 12, 13, 15},{12, 15},{7},{0, 13, 15},{0, 10, 14},{14, 7},{15, 5, 7},{10, 15},{7},{9, 5, 7},{9, 12, 5, 15},{13, 7},{10, 12, 5, 15},{16, 13, 7},{14, 7},{7},{7},{13, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.23,0.0,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
57,{3},2048,10,0.7,targeted,None,"653,1,361,290,275,145,816,176,861,96,99,188,117,900,154,25,1107,358,90,531,1115,601,182,190,53,447,615,428,306,365,69,1347,614,104,84,88,389,444,1085,24","653,1,361,290,275,145,816,176,861,96,99,188,117,900,154,25,1107,358,90,531,1115,601,182,190,53,447,615,428,306,365,90,1347,614,104,84,88,389,444,1085,24",None,1,None,None,21.822,93.066,83.057,3.876,2.847,"{3, 13}","{0, 16, 14}",1.0,0.0,"{3, 13},{0, 16, 14},{0, 1, 15},{0, 1, 12},{0, 1, 15}","{0, 16, 14},{0, 1, 15},{3, 13},{0, 1, 12},{0, 1, 15}","{3},{3},{3},{3},{3}",0.255,0.12,"{3, 13},{0, 16, 14},{0, 1, 15},{0, 1, 12},{0, 1, 15},{0, 1, 3, 14},{0, 1, 14, 15},{0, 1, 14},{1, 3},{7}","{0, 16, 14},{0, 1, 15},{3, 13},{0, 1, 12},{0, 1, 15},{0, 1, 14, 15},{0, 1, 3, 14},{1, 3},{0, 1, 14},{13, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.324,0.224,"{3, 13},{0, 16, 14},{0, 1, 15},{0, 1, 12},{0, 1, 15},{0, 1, 3, 14},{0, 1, 14, 15},{0, 1, 14},{1, 3},{7},{13, 7},{3},{0, 15},{15, 7},{0, 15},{3},{0, 14},{7},{0, 16, 3, 14},{13, 7}","{0, 16, 14},{0, 1, 15},{3, 13},{0, 1, 12},{0, 1, 15},{0, 1, 14, 15},{0, 1, 3, 14},{1, 3},{0, 1, 14},{13, 7},{7},{3},{0, 15},{3},{0, 15},{15, 7},{0, 14},{0, 16, 3, 14},{0, 15},{13, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.319,0.248,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
58,{3},2048,10,0.7,targeted,None,"104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343","104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,190,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343",None,1,None,None,23.143,88.672,88.672,2.594,2.289,"{3, 15}","{3, 15}",1.0,1.0,"{3, 15},{16, 3, 13},{0, 14, 15},{7},{7}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7}","{3},{3},{3},{3},{3}",0.627,0.641,"{3, 15},{16, 3, 13},{0, 14, 15},{7},{7},{0, 1},{0, 14, 15},{0, 1, 7, 13, 14, 16},{0, 1, 14},{0, 5, 7}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.336,0.341,"{3, 15},{16, 3, 13},{0, 14, 15},{7},{7},{0, 1},{0, 14, 15},{0, 1, 7, 13, 14, 16},{0, 1, 14},{0, 5, 7},{0, 1, 13, 14, 16},{0, 15, 7},{0, 15},{7},{7},{3},{1, 17, 7},{0, 1, 14},{7},{0, 1, 3, 13}","{3, 15},{16, 3, 13},{7},{0, 14, 15},{7},{0, 1},{0, 14, 15},{0, 1, 14},{0, 1, 7, 13, 14, 16},{0, 5, 7},{7},{0, 1, 13, 14, 16},{0, 15},{0, 15, 7},{1, 17, 7},{7},{3},{0, 1, 14},{7},{3, 5}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.286,0.271,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
59,{3},2048,10,0.7,targeted,None,"240,775,26,142,873,862,453,907,487,87,25,769,696,515,414,511,132,1078,104,182,553,404,556,532,614,337,137,210,1019","403,775,26,142,873,862,453,907,487,87,25,769,696,515,414,511,132,1078,104,182,553,404,556,532,614,337,137,210,1019",None,1,None,None,20.306,82.666,84.619,2.802,2.433,"{1, 3}","{1, 3}",1.0,1.0,"{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3}","{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3}","{3},{3},{3},{3},{3}",0.639,0.639,"{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3},{3, 13},{0},{3},{0, 1, 15},{3}","{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3},{3, 13},{0},{3},{0, 1, 15},{3}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.608,0.608,"{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3},{3, 13},{0},{3},{0, 1, 15},{3},{3},{3},{0, 1, 5},{0, 1, 8},{0, 1, 14, 15},{0, 16, 14},{3},{2, 3},{3},{15}","{1, 3},{0, 15},{0, 1, 12},{8, 3, 13, 14},{11, 2, 3},{3, 13},{0},{3},{0, 1, 15},{3},{3},{3},{0, 1, 5},{0, 1, 8},{0, 1, 14, 15},{0, 16, 14},{3},{2, 3},{3},{15}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.506,0.506,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
60,{3},2048,10,0.7,targeted,None,"289,112,261,37,352,519,362,95,39,32,497,102,374,243,400,432,409,572,342,478,210,217,45,740,807,291,877,76,325,339,887,315,528,1224,143,1087,859,886,679,43,212,151,61,1027,64,624,820,674,158,30","289,112,261,37,352,519,362,95,39,32,497,102,374,243,400,432,409,572,342,478,210,217,45,740,807,291,877,76,325,339,887,315,528,1224,143,1087,859,886,679,43,212,151,61,1027,64,624,820,627,158,30",None,1,None,None,22.659,96.68,91.699,2.978,3.717,"{10, 3}",{10},1.0,0.0,"{10, 3},{10},{0, 15},{10},{10, 15}","{10},{10, 7},{10},{0, 3, 5, 10, 15},{15}","{3},{3},{3},{3},{3}",0.414,0.406,"{10, 3},{10},{0, 15},{10},{10, 15},{6},{10},{10},{10, 7},{15}","{10},{10, 7},{10},{0, 3, 5, 10, 15},{15},{0, 15},{15, 5, 7},{10},{0, 10},{5, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.297,0.253,"{10, 3},{10},{0, 15},{10},{10, 15},{6},{10},{10},{10, 7},{15},{0, 1, 14, 15},{10, 7},{10},{15, 5, 7},{0, 10},{10},{15, 7},{0, 10, 14},{7},{0, 3, 5, 10, 15}","{10},{10, 7},{10},{0, 3, 5, 10, 15},{15},{0, 15},{15, 5, 7},{10},{0, 10},{5, 7},{15, 7},{10},{10, 3},{0, 1, 14, 15},{14, 7},{7},{6},{0, 1, 3, 10, 14},{0, 1, 10, 3},{5}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.247,0.337,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
61,{3},2048,10,0.7,targeted,None,"159,374,115,619,457,209,1488,348,148,220,137,48,318,98,453,7,544,147,376,15,590,55,370,830,26,831,1012,279,471,913,939,1229,699,198,927,532,875,297,1102,622,34,719,78,9,45,248,410,292,143,62","159,374,115,619,457,291,1488,348,148,220,137,48,318,98,453,7,544,147,376,15,590,55,370,830,26,831,1012,279,471,913,939,1229,699,198,927,532,875,297,1102,622,34,719,78,9,45,248,410,292,143,62",None,1,None,None,22.372,88.623,92.773,2.414,2.222,{3},{3},1.0,1.0,"{3},{3},{3},{3, 7},{3}","{3},{3},{3},{3},{3, 7}","{3},{3},{3},{3},{3}",1.0,1.0,"{3},{3},{3},{3, 7},{3},{3},{3},{3},{0, 3},{3}","{3},{3},{3},{3},{3, 7},{3},{3},{3},{0, 3},{8, 3, 5}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",1.0,1.0,"{3},{3},{3},{3, 7},{3},{3},{3},{3},{0, 3},{3},{8, 3, 5},{0, 16, 3},{3},{3},{3},{3, 13, 15},{0, 17, 3},{3},{16, 3, 7},{0, 1, 14}","{3},{3},{3},{3},{3, 7},{3},{3},{3},{0, 3},{8, 3, 5},{3},{3},{3},{3},{0, 16, 3},{0, 17, 3},{3},{3, 13, 15},{16, 3, 7},{0, 1, 14}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.937,0.936,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
62,{3},2048,10,0.7,targeted,None,"418,477,706,364,212,436,148,590,1238,80,297,664,832,1096,376,329,528,339,4,16,220,875,887,144,835,886,147,605,608,1020,544,834,1055,1093,577,954,1114,774,979,38,78,1330,104,770,629,254,459,77,475,183","418,477,706,364,212,436,148,590,1238,80,297,664,832,1096,376,329,528,339,4,16,220,875,887,144,835,886,147,605,608,1020,544,834,1055,1093,577,954,1114,774,979,38,78,1330,104,770,629,254,459,77,475,144",None,1,None,None,22.823,96.924,82.715,3.877,3.224,"{3, 13}","{0, 1, 14}",1.0,0.0,"{3, 13},{13, 7},{3, 13, 15},{13, 7},{3, 13}","{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14}","{3},{3},{3},{3},{3}",0.668,0.0,"{3, 13},{13, 7},{3, 13, 15},{13, 7},{3, 13},{3, 13},{3, 13},{0, 1},{0, 1, 14},{0, 1, 3, 13}","{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 15},{0, 1, 14},{0, 1, 13, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.651,0.0,"{3, 13},{13, 7},{3, 13, 15},{13, 7},{3, 13},{3, 13},{3, 13},{0, 1},{0, 1, 14},{0, 1, 3, 13},{3, 14},{13, 7},{3},{13, 7},{16, 13, 7},{0, 1, 14},{3, 13},{11, 13},{0, 1, 14},{15}","{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 1, 14},{0, 15},{0, 1, 14},{0, 1, 13, 7},{14, 15},{0, 1, 14},{0, 13, 15},{0},{0, 1},{0, 1, 7, 13, 14, 16},{0, 1, 14, 15},{0, 1, 3, 13},{0, 1, 14},{0, 1, 13, 14, 16}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.517,0.043,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
63,{3},2048,10,0.7,targeted,None,"59,341,154,1207,874,142,356,393,50,936,69,210,149,388,31,53,598,141,407,676,78,535,428,159,104,526,421,267,178,1171,645,782,760,1077,29,11,862,268,1023,1610,24,503,1147,372,358,2,64,190,614,740","59,341,154,1207,874,142,356,393,50,936,69,210,149,388,31,53,598,141,407,676,78,535,428,159,104,526,421,267,178,1171,645,782,760,1077,29,11,862,268,1023,1610,24,503,1147,372,358,2,646,190,614,740",None,1,None,None,22.571,88.818,87.109,2.524,2.258,"{3, 14}","{3, 14}",1.0,1.0,"{3, 14},{0, 1, 14},{0, 5, 15},{10, 3},{7}","{3, 14},{5},{13, 7},{3},{0, 1, 14}","{3},{3},{3},{3},{3}",0.431,0.465,"{3, 14},{0, 1, 14},{0, 5, 15},{10, 3},{7},{0, 16, 3, 14},{7},{7},{15, 7},{5}","{3, 14},{5},{13, 7},{3},{0, 1, 14},{14, 7},{10, 3},{16, 7},{1, 3},{13, 15, 5, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.446,0.411,"{3, 14},{0, 1, 14},{0, 5, 15},{10, 3},{7},{0, 16, 3, 14},{7},{7},{15, 7},{5},{15, 7},{13, 7},{10, 15},{0, 1, 15},{14, 7},{3, 13},{0, 5, 7},{13, 7},{11, 2, 3},{3}","{3, 14},{5},{13, 7},{3},{0, 1, 14},{14, 7},{10, 3},{16, 7},{1, 3},{13, 15, 5, 7},{7},{15, 7},{1, 14},{7},{11, 2, 3},{15, 7},{13, 7},{7},{2, 3},{15, 5, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.377,0.359,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
64,{3},2048,10,0.7,targeted,None,"158,931,945,176,653,252,340,52,275,281,44,861,669,1003,99,1024,269,485,392,117,1230,1,929,49","158,931,945,1306,653,252,340,52,275,281,44,861,669,1003,99,1024,269,485,392,117,1230,1,929,49",None,1,None,None,19.196,96.631,71.924,2.817,3.701,"{3, 13}","{9, 5, 7}",1.0,0.0,"{3, 13},{0, 3},{7},{9, 5, 7},{15, 5, 7}","{9, 5, 7},{12, 15},{12, 5, 7},{14, 15},{15, 5, 7}","{3},{3},{3},{3},{3}",0.525,0.0,"{3, 13},{0, 3},{7},{9, 5, 7},{15, 5, 7},{13, 15},{14, 15},{12, 5, 7},{0, 16, 7},{0, 15, 7}","{9, 5, 7},{12, 15},{12, 5, 7},{14, 15},{15, 5, 7},{13, 15},{0, 16, 7},{3, 13},{0, 3},{0, 16, 15}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.316,0.106,"{3, 13},{0, 3},{7},{9, 5, 7},{15, 5, 7},{13, 15},{14, 15},{12, 5, 7},{0, 16, 7},{0, 15, 7},{12, 15},{10, 12, 15},{0, 16, 15},{7},{13},{13, 7},{0, 12, 5},{15},{0, 12, 13, 15},{5}","{9, 5, 7},{12, 15},{12, 5, 7},{14, 15},{15, 5, 7},{13, 15},{0, 16, 7},{3, 13},{0, 3},{0, 16, 15},{0, 12, 13, 15},{3},{10, 12, 15},{0, 15},{13},{0, 12, 5},{7},{0, 15, 7},{10, 12, 5, 15},{14, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.209,0.085,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
65,{3},2048,10,0.7,targeted,None,"210,98,183,162,141,348,532,457,496,220,175,385,109,79,320,136,688,612,455,261,101,885,57,167,755,650,481,343,226,242,146,308,67,51,476,547,231,61,1144,461,34,284,276,294,703,87,131,720,154,361","210,98,183,162,141,348,532,457,496,220,175,385,109,79,320,136,688,612,455,261,101,885,57,167,755,650,481,343,226,242,146,308,67,51,476,547,231,61,1144,461,34,284,276,294,703,87,131,720,154,167",None,1,None,None,22.856,97.949,86.426,3.154,3.486,"{3, 7}","{0, 13, 15}",1.0,0.0,"{3, 7},{0, 13, 7},{0, 1, 13, 14, 16},{3, 13},{3, 13}","{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{7}","{3},{3},{3},{3},{3}",0.453,0.0,"{3, 7},{0, 13, 7},{0, 1, 13, 14, 16},{3, 13},{3, 13},{0, 16, 14},{0, 17, 3},{0, 13, 15},{1, 3},{15, 7}","{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{7},{7},{3},{3, 7},{3},{11, 2, 3}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.428,0.225,"{3, 7},{0, 13, 7},{0, 1, 13, 14, 16},{3, 13},{3, 13},{0, 16, 14},{0, 17, 3},{0, 13, 15},{1, 3},{15, 7},{0, 1, 13, 14, 16},{0, 1, 15},{0, 1},{3},{13, 7},{0, 1, 15},{7},{0, 14, 15},{0, 1, 3, 14},{13, 7}","{0, 13, 15},{15, 7},{0, 13, 7},{12, 15},{7},{7},{3},{3, 7},{3},{11, 2, 3},{1, 3},{0, 12, 13, 15},{3, 12, 5, 7},{13, 7},{11, 7},{0, 14, 15},{14, 7},{0, 1, 14, 16},{3},{0, 15}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.342,0.248,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
66,{3},2048,10,0.7,targeted,None,"158,41,653,269,99,96,669,25,53,69,199,182,13,404,141,358,526,90,121,210,178,11,341,84,24,407,553,107,197,657,113,461,514,310,27,351","158,84,653,269,99,96,669,25,53,69,199,182,13,404,141,358,526,90,121,210,178,11,341,84,24,407,553,107,197,657,113,461,514,310,27,351",None,1,None,None,21.027,81.445,93.555,4.317,2.343,"{11, 2, 3}","{11, 2, 3}",1.0,1.0,"{11, 2, 3},{11, 2, 3},{11, 2, 3},{0, 1},{11}","{11, 2, 3},{11, 2, 3},{0, 1},{11, 2, 3},{11}","{3},{3},{3},{3},{3}",0.837,0.817,"{11, 2, 3},{11, 2, 3},{11, 2, 3},{0, 1},{11},{0, 15},{11, 2, 3},{11, 2, 3},{8, 3, 14, 7},{11, 3}","{11, 2, 3},{11, 2, 3},{0, 1},{11, 2, 3},{11},{0, 15},{11, 2, 3},{11, 2, 3},{11, 3},{0, 16, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.838,0.746,"{11, 2, 3},{11, 2, 3},{11, 2, 3},{0, 1},{11},{0, 15},{11, 2, 3},{11, 2, 3},{8, 3, 14, 7},{11, 3},{0, 16, 7},{3, 7},{0, 1},{7},{0, 1, 14},{11, 1, 3, 7},{3, 7},{0, 14, 15},{15, 7},{0, 14, 15}","{11, 2, 3},{11, 2, 3},{0, 1},{11, 2, 3},{11},{0, 15},{11, 2, 3},{11, 2, 3},{11, 3},{0, 16, 7},{3, 7},{8, 3, 14, 7},{0, 1},{0, 1, 14},{7},{3, 7},{11, 1, 3, 7},{0, 14, 15},{15, 7},{0, 14, 15}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.662,0.65,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
67,{3},2048,10,0.7,targeted,None,"348,251,768,889,241,57,343,59,97,1020,946,52,1094,756,648,569,282,120,633,231,572,747,427,624,200,76,84,1078,1030,1168,54,503,303,260,528,1127,600,982,548,997,1083,99,174,1023,720,598,1,357,631,146","348,251,768,889,241,57,343,59,97,1020,946,52,1094,756,648,569,282,120,633,231,572,747,427,624,200,76,84,1078,1030,1168,54,503,303,260,528,1127,600,982,548,997,1083,99,174,1023,720,872,1,357,631,146",None,1,None,None,24.707,94.531,83.838,3.883,3.672,"{3, 7}","{15, 7}",1.0,0.0,"{3, 7},{3},{7},{5},{7}","{15, 7},{7},{0, 13, 15},{3, 7},{0, 1}","{3},{3},{3},{3},{3}",0.666,0.149,"{3, 7},{3},{7},{5},{7},{3},{7},{7},{6},{0, 5, 7}","{15, 7},{7},{0, 13, 15},{3, 7},{0, 1},{13},{7},{0, 13, 7},{0, 17},{5, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.488,0.1,"{3, 7},{3},{7},{5},{7},{3},{7},{7},{6},{0, 5, 7},{3, 13},{7},{7},{7},{7},{5, 15},{3},{7},{0, 5, 7},{6}","{15, 7},{7},{0, 13, 15},{3, 7},{0, 1},{13},{7},{0, 13, 7},{0, 17},{5, 7},{13},{13, 7},{7},{7},{3},{3, 13, 7},{3, 5},{3},{15},{14, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.394,0.208,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
68,{3},2048,10,0.7,targeted,None,"461,35,562,545,509,688,30,378,497,255,58,41,263,192,696,658,201,95,623,755,245,167,300,424,180,844,375,380,37,141,404,303,298,495,536,1017,97,865,54,240,202,391,248,507,455,11,383,1003,90,492","461,35,562,545,509,688,30,378,497,255,58,41,263,192,696,658,201,95,623,755,245,167,300,424,180,844,375,380,37,141,404,303,298,495,536,1017,97,865,54,240,202,391,248,507,455,11,383,1001,90,492",None,1,None,None,22.642,96.289,89.404,4.217,2.548,"{3, 7}","{0, 13, 7}",1.0,0.0,"{3, 7},{15, 7},{13, 7},{0, 13, 7},{0, 13, 15}","{0, 13, 7},{3, 7},{3},{7},{13, 7}","{3},{3},{3},{3},{3}",0.298,0.295,"{3, 7},{15, 7},{13, 7},{0, 13, 7},{0, 13, 15},{3, 7},{7},{7},{7},{12, 15}","{0, 13, 7},{3, 7},{3},{7},{13, 7},{15, 7},{14, 7},{13, 7},{9, 12, 5, 15},{5, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.303,0.181,"{3, 7},{15, 7},{13, 7},{0, 13, 7},{0, 13, 15},{3, 7},{7},{7},{7},{12, 15},{5, 7},{3, 12, 5, 7},{3},{1, 3},{7},{7},{9, 12, 5, 15},{0, 1, 14, 16},{11, 2, 3},{7}","{0, 13, 7},{3, 7},{3},{7},{13, 7},{15, 7},{14, 7},{13, 7},{9, 12, 5, 15},{5, 7},{13, 7},{13, 7},{7},{0, 13, 15},{5, 7},{1, 3},{10, 15},{3, 13},{3},{11, 7}","{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3},{3}",0.358,0.203,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 21:24:40"
