i,split,status,source,aligned,alignment,cost,gt,aligned_gt,score,dataset_time,align_time,automata_learning_time,use_cache,determinism,model,dataset,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mutation_params,generation_strategy,jaccard_threshold,timestamp,mut_prob,crossover_prob
54,"(None, 1, 5)",bad,"2070,3023,2863,436,116,82,1652,554,282,107,50,1574,1550,418,416,2156,54,1529,705,1848,338,1034,124,1892,2126,83,143,720,110,89,767,135,171,724,1466,3,415,1646,117,412,154,1195,2890,548,1493,1636,383,438,425,397","2070,3023,2863,436,116,82,1652,554,282,107,50,1574,1550,418,416,2156,54,1529,705,1848,338,1034,124,1892,2126,83,143,720,110,89,767,135,171,724,1466,3,415,1646,117,412,154,1195,2890,548,1014,1636,383,438,425,397","sync_2070,sync_3023,sync_2863,sync_436,sync_116,sync_82,sync_1652,sync_554,sync_282,sync_107,sync_50,sync_1574,sync_1550,sync_418,sync_416,sync_2156,sync_54,sync_1529,sync_705,sync_1848,sync_338,sync_1034,sync_124,sync_1892,sync_2126,sync_83,sync_143,sync_720,sync_110,sync_89,sync_767,sync_135,sync_171,sync_724,sync_1466,sync_3,sync_415,sync_1646,sync_117,sync_412,sync_154,sync_1195,sync_2890,sync_548,add_1014,del_1493,sync_1636,sync_383,sync_438,sync_425,sync_397",1,"[{3, 13}, {0, 1, 3, 13}, {8, 3, 13}, {3, 13}, {3, 13}]","[{3, 13}, {0, 1, 3, 13}, {11, 3, 13}, {8, 3, 13}, {3, 13}]",0.965,174.449,3.119,1.141,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
54,"(None, 5, 5)",bad,"2070,3023,2863,436,116,82,1652,554,282,107,50,1574,1550,418,416,2156,54,1529,705,1848,338,1034,124,1892,2126,83,143,720,110,89,767,135,171,724,1466,3,415,1646,117,412,154,1195,2890,548,1493,1636,383,438,425,397","2070,3023,2863,436,116,82,1652,554,282,107,50,1574,1550,418,416,2156,54,1529,705,1848,338,1034,124,1892,2126,83,143,720,110,89,767,135,171,724,1466,3,415,1646,117,412,154,1195,2890,548,1014,1636,383,438,425,397","sync_2070,sync_3023,sync_2863,sync_436,sync_116,sync_82,sync_1652,sync_554,sync_282,sync_107,sync_50,sync_1574,sync_1550,sync_418,sync_416,sync_2156,sync_54,sync_1529,sync_705,sync_1848,sync_338,sync_1034,sync_124,sync_1892,sync_2126,sync_83,sync_143,sync_720,sync_110,sync_89,sync_767,sync_135,sync_171,sync_724,sync_1466,sync_3,sync_415,sync_1646,sync_117,sync_412,sync_154,sync_1195,sync_2890,sync_548,add_1014,del_1493,sync_1636,sync_383,sync_438,sync_425,sync_397",1,"[{3, 13}, {0, 1, 3, 13}, {8, 3, 13}, {3, 13}, {3, 13}]","[{3, 13}, {0, 1, 3, 13}, {11, 3, 13}, {8, 3, 13}, {3, 13}]",0.965,174.449,25.756,1.317,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
54,"(None, 10, 5)",bad,"2070,3023,2863,436,116,82,1652,554,282,107,50,1574,1550,418,416,2156,54,1529,705,1848,338,1034,124,1892,2126,83,143,720,110,89,767,135,171,724,1466,3,415,1646,117,412,154,1195,2890,548,1493,1636,383,438,425,397","2070,3023,2863,436,116,82,1652,554,282,107,50,1574,1550,418,416,2156,54,1529,705,1848,338,1034,124,1892,2126,83,143,720,110,89,767,135,171,724,1466,3,415,1646,117,412,154,1195,2890,1014,1493,1636,383,438,425,397","sync_2070,sync_3023,sync_2863,sync_436,sync_116,sync_82,sync_1652,sync_554,sync_282,sync_107,sync_50,sync_1574,sync_1550,sync_418,sync_416,sync_2156,sync_54,sync_1529,sync_705,sync_1848,sync_338,sync_1034,sync_124,sync_1892,sync_2126,sync_83,sync_143,sync_720,sync_110,sync_89,sync_767,sync_135,sync_171,sync_724,sync_1466,sync_3,sync_415,sync_1646,sync_117,sync_412,sync_154,sync_1195,sync_2890,add_1014,del_548,sync_1493,sync_1636,sync_383,sync_438,sync_425,sync_397",1,"[{3, 13}, {0, 1, 3, 13}, {8, 3, 13}, {3, 13}, {3, 13}]","[{3, 13}, {0, 1, 3, 13}, {11, 3, 13}, {8, 3, 13}, {3, 13}]",0.965,174.449,49.352,1.33,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
55,"(None, 1, 0)",bad,"45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,63,469,114","45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,63,469,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_45,sync_789,sync_1059,sync_1341,sync_487,sync_97,sync_125,sync_133,sync_744,sync_1002,sync_27,sync_1242,sync_377,sync_715,sync_995,sync_65,sync_210,sync_218,sync_23,sync_991,sync_965,sync_644,sync_1001,sync_190,sync_252,sync_1271,sync_63,sync_469,add_10,del_114",1,"[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14}]","[{0, 14, 15}, {0, 1, 8, 14}, {9, 14}, {8, 3, 14, 7}, {0, 14, 15}]",0.93,141.598,0.433,1.356,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
55,"(None, 10, 0)",bad,"45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,63,469,114","45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,166,63,469,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_45,sync_789,sync_1059,sync_1341,sync_487,sync_97,sync_125,sync_133,sync_744,sync_1002,sync_27,sync_1242,sync_377,sync_715,sync_995,sync_65,sync_210,sync_218,sync_23,sync_991,sync_965,sync_644,sync_1001,sync_190,sync_252,sync_1271,add_166,sync_63,sync_469,del_114",2,"[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14}]","[{0, 1, 3, 14}, {0, 14, 15}, {0, 1, 14}, {0, 1, 14, 15}, {14, 7}]",0.947,141.598,95.913,1.198,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
55,"(None, 1, 5)",bad,"45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,63,469,114","45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,166,252,1271,63,469,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_45,sync_789,sync_1059,sync_1341,sync_487,sync_97,sync_125,sync_133,sync_744,sync_1002,sync_27,sync_1242,sync_377,sync_715,sync_995,sync_65,sync_210,sync_218,sync_23,sync_991,sync_965,sync_644,sync_1001,add_166,del_190,sync_252,sync_1271,sync_63,sync_469,sync_114",1,"[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14}]","[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14, 15}]",0.873,141.598,0.845,1.243,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
55,"(None, 5, 5)",bad,"45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,63,469,114","45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,166,991,965,644,1001,252,1271,63,469,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_45,sync_789,sync_1059,sync_1341,sync_487,sync_97,sync_125,sync_133,sync_744,sync_1002,sync_27,sync_1242,sync_377,sync_715,sync_995,sync_65,sync_210,sync_218,sync_23,add_166,sync_991,sync_965,sync_644,sync_1001,del_190,sync_252,sync_1271,sync_63,sync_469,sync_114",2,"[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14}]","[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14}]",0.872,141.598,47.815,1.096,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
55,"(None, 10, 5)",bad,"45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,63,469,114","45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,166,995,65,210,218,23,991,965,644,1001,252,1271,63,469,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_45,sync_789,sync_1059,sync_1341,sync_487,sync_97,sync_125,sync_133,sync_744,sync_1002,sync_27,sync_1242,sync_377,sync_715,add_166,sync_995,sync_65,sync_210,sync_218,sync_23,sync_991,sync_965,sync_644,sync_1001,del_190,sync_252,sync_1271,sync_63,sync_469,sync_114",2,"[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14}]","[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {0, 1, 14}, {0, 14}]",0.872,141.598,91.915,1.196,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
56,"(None, 1, 0)",bad,"169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,377,604","169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,377,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_169,sync_93,sync_2000,sync_658,sync_1134,sync_861,sync_97,sync_125,sync_965,sync_897,sync_27,sync_663,sync_1242,sync_592,sync_749,sync_715,sync_218,sync_23,sync_114,sync_644,sync_98,sync_278,sync_61,sync_587,sync_857,sync_377,add_2,del_604",1,"[{14, 7}, {0, 1, 3, 14}, {0, 1, 14, 15}, {1, 13, 14, 7}, {0, 1, 14}]","[{0, 1, 3, 14}, {0, 1, 14}, {10, 14}, {14, 7}, {3, 14}]",0.965,142.161,0.479,1.378,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
56,"(None, 10, 0)",bad,"169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,377,604","169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,1390,377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_169,sync_93,sync_2000,sync_658,sync_1134,sync_861,sync_97,sync_125,sync_965,sync_897,sync_27,sync_663,sync_1242,sync_592,sync_749,sync_715,sync_218,sync_23,sync_114,sync_644,sync_98,sync_278,sync_61,sync_587,sync_857,add_1390,sync_377,del_604",2,"[{14, 7}, {0, 1, 3, 14}, {0, 1, 14, 15}, {1, 13, 14, 7}, {0, 1, 14}]","[{0, 1, 8, 14}, {0, 16, 14}, {0, 14, 15}, {0, 1, 7, 14, 16}, {0, 16, 14, 15}]",0.927,142.161,101.193,1.325,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
56,"(None, 1, 5)",bad,"169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,377,604","169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,1390,61,587,857,377,604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_169,sync_93,sync_2000,sync_658,sync_1134,sync_861,sync_97,sync_125,sync_965,sync_897,sync_27,sync_663,sync_1242,sync_592,sync_749,sync_715,sync_218,sync_23,sync_114,sync_644,sync_98,add_1390,del_278,sync_61,sync_587,sync_857,sync_377,sync_604",1,"[{14, 7}, {0, 1, 3, 14}, {0, 1, 14, 15}, {1, 13, 14, 7}, {0, 1, 14}]","[{0, 14, 15}, {14, 7}, {0, 16, 14}, {8, 3, 14, 7}, {0, 1, 14, 15}]",0.865,142.161,1.524,1.151,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
56,"(None, 5, 5)",bad,"169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,377,604","169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,1390,23,114,644,98,61,587,857,377,604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_169,sync_93,sync_2000,sync_658,sync_1134,sync_861,sync_97,sync_125,sync_965,sync_897,sync_27,sync_663,sync_1242,sync_592,sync_749,sync_715,sync_218,add_1390,sync_23,sync_114,sync_644,sync_98,del_278,sync_61,sync_587,sync_857,sync_377,sync_604",2,"[{14, 7}, {0, 1, 3, 14}, {0, 1, 14, 15}, {1, 13, 14, 7}, {0, 1, 14}]","[{14, 7}, {0, 1, 14, 15}, {0, 14, 15}, {0, 1, 3, 14}, {1, 13, 14, 7}]",0.842,142.161,49.935,1.177,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
56,"(None, 10, 5)",bad,"169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,377,604","169,93,2000,658,1134,861,97,125,965,897,27,663,1390,1242,592,749,715,218,23,114,644,98,61,587,857,377,604,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_169,sync_93,sync_2000,sync_658,sync_1134,sync_861,sync_97,sync_125,sync_965,sync_897,sync_27,sync_663,add_1390,sync_1242,sync_592,sync_749,sync_715,sync_218,sync_23,sync_114,sync_644,sync_98,del_278,sync_61,sync_587,sync_857,sync_377,sync_604",2,"[{14, 7}, {0, 1, 3, 14}, {0, 1, 14, 15}, {1, 13, 14, 7}, {0, 1, 14}]","[{14, 7}, {0, 1, 14, 15}, {0, 1, 3, 14}, {1, 13, 14, 7}, {0, 14}]",0.854,142.161,95.135,1.16,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
57,"(None, 1, 0)",bad,"1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,392","1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,2","sync_1114,sync_192,sync_768,sync_149,sync_147,sync_631,sync_1372,sync_1275,sync_1059,sync_273,sync_844,sync_904,sync_213,sync_855,sync_763,sync_168,sync_260,sync_22,sync_24,sync_796,sync_245,sync_52,sync_23,sync_211,sync_1552,sync_1241,sync_598,sync_40,sync_1846,sync_97,sync_382,sync_1587,sync_218,sync_10,sync_42,sync_391,sync_432,sync_719,sync_85,sync_281,sync_135,sync_51,sync_41,sync_129,sync_824,sync_247,sync_539,sync_117,sync_199,add_2,del_392",1,"[{16, 3, 13}, {3}, {13, 7}, {11, 2, 3, 13}, {3, 13}]","[{11, 2, 3}, {11, 2, 3}, {3, 13}, {13, 7}, {11, 3}]",0.848,155.56,4.279,1.43,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
57,"(None, 10, 0)",bad,"1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,392","1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,2","sync_1114,sync_192,sync_768,sync_149,sync_147,sync_631,sync_1372,sync_1275,sync_1059,sync_273,sync_844,sync_904,sync_213,sync_855,sync_763,sync_168,sync_260,sync_22,sync_24,sync_796,sync_245,sync_52,sync_23,sync_211,sync_1552,sync_1241,sync_598,sync_40,sync_1846,sync_97,sync_382,sync_1587,sync_218,sync_10,sync_42,sync_391,sync_432,sync_719,sync_85,sync_281,sync_135,sync_51,sync_41,sync_129,sync_824,sync_247,sync_539,sync_117,sync_199,add_2,del_392",1,"[{16, 3, 13}, {3}, {13, 7}, {11, 2, 3, 13}, {3, 13}]","[{11, 2, 3}, {11, 2, 3}, {3, 13}, {13, 7}, {11, 3}]",0.848,155.56,24.843,1.28,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
57,"(None, 1, 5)",bad,"1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,392","1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,374,247,539,117,199,392","sync_1114,sync_192,sync_768,sync_149,sync_147,sync_631,sync_1372,sync_1275,sync_1059,sync_273,sync_844,sync_904,sync_213,sync_855,sync_763,sync_168,sync_260,sync_22,sync_24,sync_796,sync_245,sync_52,sync_23,sync_211,sync_1552,sync_1241,sync_598,sync_40,sync_1846,sync_97,sync_382,sync_1587,sync_218,sync_10,sync_42,sync_391,sync_432,sync_719,sync_85,sync_281,sync_135,sync_51,sync_41,sync_129,add_374,del_824,sync_247,sync_539,sync_117,sync_199,sync_392",1,"[{16, 3, 13}, {3}, {13, 7}, {11, 2, 3, 13}, {3, 13}]","[{3}, {3, 13}, {16, 3, 13}, {13, 7}, {3, 13}]",0.845,155.56,0.535,1.346,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
57,"(None, 5, 5)",bad,"1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,392","1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,2292,247,539,117,199,392","sync_1114,sync_192,sync_768,sync_149,sync_147,sync_631,sync_1372,sync_1275,sync_1059,sync_273,sync_844,sync_904,sync_213,sync_855,sync_763,sync_168,sync_260,sync_22,sync_24,sync_796,sync_245,sync_52,sync_23,sync_211,sync_1552,sync_1241,sync_598,sync_40,sync_1846,sync_97,sync_382,sync_1587,sync_218,sync_10,sync_42,sync_391,sync_432,sync_719,sync_85,sync_281,sync_135,sync_51,sync_41,sync_129,add_2292,del_824,sync_247,sync_539,sync_117,sync_199,sync_392",1,"[{16, 3, 13}, {3}, {13, 7}, {11, 2, 3, 13}, {3, 13}]","[{3}, {16, 3, 13}, {3, 13}, {13, 7}, {3, 13}]",0.85,155.56,29.114,1.374,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
57,"(None, 10, 5)",bad,"1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,392","1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,374,391,432,719,85,281,135,51,41,129,247,539,117,199,392","sync_1114,sync_192,sync_768,sync_149,sync_147,sync_631,sync_1372,sync_1275,sync_1059,sync_273,sync_844,sync_904,sync_213,sync_855,sync_763,sync_168,sync_260,sync_22,sync_24,sync_796,sync_245,sync_52,sync_23,sync_211,sync_1552,sync_1241,sync_598,sync_40,sync_1846,sync_97,sync_382,sync_1587,sync_218,sync_10,sync_42,add_374,sync_391,sync_432,sync_719,sync_85,sync_281,sync_135,sync_51,sync_41,sync_129,del_824,sync_247,sync_539,sync_117,sync_199,sync_392",2,"[{16, 3, 13}, {3}, {13, 7}, {11, 2, 3, 13}, {3, 13}]","[{3}, {3, 13}, {16, 3, 13}, {13, 7}, {3, 13}]",0.845,155.56,102.564,3.263,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
58,"(None, 1, 0)",bad,"2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,837","2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,145","sync_2239,sync_1314,sync_422,sync_2699,sync_159,sync_1898,sync_1039,sync_1500,sync_587,sync_114,sync_725,sync_1394,sync_1941,sync_1174,sync_728,sync_1302,sync_426,sync_424,sync_199,sync_1265,sync_169,sync_768,sync_336,sync_1114,sync_196,sync_1573,sync_462,sync_1745,sync_490,sync_2073,sync_1094,sync_580,sync_1694,sync_1432,sync_457,sync_1517,sync_387,sync_1460,sync_568,sync_865,sync_2711,sync_1019,sync_713,sync_668,sync_901,sync_779,sync_676,sync_557,sync_201,add_145,del_837",1,"[{3}, {3}, {3, 13}, {7}, {15}]","[{3}, {3, 7}, {1, 3}, {3}, {7}]",0.725,168.052,0.282,1.203,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
58,"(None, 10, 0)",bad,"2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,837","2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,5,201","sync_2239,sync_1314,sync_422,sync_2699,sync_159,sync_1898,sync_1039,sync_1500,sync_587,sync_114,sync_725,sync_1394,sync_1941,sync_1174,sync_728,sync_1302,sync_426,sync_424,sync_199,sync_1265,sync_169,sync_768,sync_336,sync_1114,sync_196,sync_1573,sync_462,sync_1745,sync_490,sync_2073,sync_1094,sync_580,sync_1694,sync_1432,sync_457,sync_1517,sync_387,sync_1460,sync_568,sync_865,sync_2711,sync_1019,sync_713,sync_668,sync_901,sync_779,sync_676,sync_557,add_5,sync_201,del_837",2,"[{3}, {3}, {3, 13}, {7}, {15}]","[{3}, {3, 7}, {1, 3}, {3}, {1, 3}]",0.726,168.052,34.5,0.903,False,True,BERT4Rec,ml-1m,8192,30,0.2,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,"(2, 2, 2)",genetic_categorized,0.7,"Tue, 17 Dec 2024 23:33:05",0.2,0.2
